date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,c6h6,co,no,no2,nox,o3,so2
2012-02-01,308.125,220.625,845.208.333.333.333,NA,12.3125,515.208.333.333.333,7.7,3.3,5.5,54,29549,1.827.473.010.931,NA,0.36,9.96,24.38,NA,30.46,3.29
2012-02-02,294.166.666.666.667,277.104.166.666.667,804.583.333.333.333,NA,367.291.666.666.667,311.458.333.333.333,4.4,2,0.2,42,17312,242.606.284.658.041,NA,0.31,5.42,17.83,NA,50.92,2.67
2012-02-03,425.208.333.333.333,299.416.666.666.667,534.166.666.666.667,NA,131.875,178.125,5.4,-0.8,0,40,19522,204.897.039.237.783,NA,0.23,2.33,13.67,NA,71.62,1.96
2012-02-04,382.291.666.666.667,295.708.333.333.333,309.166.666.666.667,NA,147.5,222.083.333.333.333,7.6,-0.9,0,23,15821,145.376.398.457.746,NA,0.3,7.5,31.21,NA,42.04,3.46
2012-02-05,263.125,300.5,533.333.333.333.333,NA,565.208.333.333.333,201.875,6.8,-4.3,0,6,5804,103.376.981.392.143,NA,0.37,17.21,35.71,NA,31.58,3.38
2012-02-06,291.458.333.333.333,260.708.333.333.333,508.541.666.666.667,NA,1.468.125,499.375,13.9,-1.2,0,86,45610,188.555.141.416.356,NA,0.28,8.75,30,NA,54.67,2.96
2012-02-07,272.916.666.666.667,246.854.166.666.667,287.916.666.666.667,NA,153.479.166.666.667,5.6875,13.2,-2.2,0,59,36501,16.163.940.713.953,NA,0.3,7.38,30.04,NA,51.25,03.08
2012-02-08,336.041.666.666.667,321.875,288.333.333.333.333,NA,111.520.833.333.333,352.291.666.666.667,8.6,-2.5,0,86,37700,228.116.710.875.332,NA,0.33,6.75,21.54,NA,50.25,2.33
2012-02-09,494.375,3.254.375,437.083.333.333.333,NA,148.604.166.666.667,524.791.666.666.667,11.6,0,0,60,25911,231.561.884.913.743,NA,0.34,6.88,21.5,NA,57.73,2.9
2012-02-10,453.333.333.333.333,283.833.333.333.333,550.208.333.333.333,NA,149.270.833.333.333,625.833.333.333.333,11.9,2,0,66,31071,212.416.722.989.283,NA,0.25,3.62,12.58,NA,77.54,2.42
2012-02-11,402.916.666.666.667,241.791.666.666.667,374.375,NA,167.729.166.666.667,516.458.333.333.333,10.6,0.3,0,29,17328,16.735.918.744.229,NA,0.32,4.58,21.83,NA,60.33,3.12
2012-02-12,309.583.333.333.333,2.400.625,535.625,NA,152.708.333.333.333,3.0625,7.4,-1.2,0.2,6,3927,152.788.388.082.506,NA,0.4,13.33,35.54,NA,52,04.08
2012-02-13,351.458.333.333.333,269.166.666.666.667,498.541.666.666.667,NA,156.604.166.666.667,3.4125,10.2,-2.7,0,132,55984,235.781.651.900.543,NA,0.38,8.12,33.21,NA,43.54,3.33
2012-02-14,279.583.333.333.333,265.083.333.333.333,566.458.333.333.333,NA,116.854.166.666.667,635.833.333.333.333,11.8,1.6,0,99,46222,214.183.722.037.125,NA,0.38,11.83,33.25,NA,38.58,2.42
2012-02-15,324.583.333.333.333,290.979.166.666.667,557.708.333.333.333,NA,164.958.333.333.333,772.708.333.333.333,15.9,0,0,76,36165,210.147.933.084.474,NA,0.45,26.64,42.05,NA,34.04,4
2012-02-16,327.291.666.666.667,257.583.333.333.333,60.625,NA,165.729.166.666.667,9.125,15.9,1.7,0,62,33352,185.895.898.296.954,NA,0.38,13.42,30.88,NA,41.38,3
2012-02-17,263.333.333.333.333,269.729.166.666.667,720.625,NA,104.645.833.333.333,8.975,13.7,5.6,0,71,34797,204.040.578.210.765,NA,0.41,13.58,29.83,NA,42.46,3.25
2012-02-18,351.041.666.666.667,2.790.625,761.458.333.333.333,NA,160.729.166.666.667,760.208.333.333.333,14.2,3.2,0,17,11713,145.137.880.986.938,NA,0.41,9.83,27.33,NA,41.58,2.71
2012-02-19,248.541.666.666.667,277.333.333.333.333,764.791.666.666.667,NA,663.958.333.333.333,7.575,12.2,3.6,0,1,506,197.628.458.498.024,NA,0.36,12.75,30,NA,46.92,2.25
2012-02-20,294.791.666.666.667,2.488.125,534.166.666.666.667,NA,170.5,8.95,14.4,3.6,0,110,53057,207.324.198.503.496,NA,0.37,11.42,35.08,NA,41.79,2.83
2012-02-21,272.708.333.333.333,265.625,60,NA,166.104.166.666.667,668.125,13.1,2.7,0,102,44897,227.186.671.715.259,NA,0.48,23.33,47.5,NA,34.21,4.94
2012-02-22,327.708.333.333.333,283.666.666.666.667,46.875,NA,1.759.375,875.625,15.8,3.7,0,70,38001,184.205.678.797.926,NA,0.53,37.25,54.83,NA,36.77,6.5
2012-02-23,386.666.666.666.667,285.875,344.375,NA,180.895.833.333.333,110.395.833.333.333,18.8,5.3,0,63,36800,171.195.652.173.913,NA,0.55,31.46,53.29,NA,25.46,06.08
2012-02-24,282.083.333.333.333,253.75,496.041.666.666.667,NA,1.699.375,110.729.166.666.667,18.4,5.8,0,65,33671,193.044.459.624.009,NA,0.52,19.96,46.17,NA,34.17,06.08
2012-02-25,2.4875,257.75,623.333.333.333.333,NA,162.916.666.666.667,103.208.333.333.333,17.4,4.8,0,13,7993,16.264.231.202.302,NA,0.5,13.29,38.83,NA,41.12,5.71
2012-02-26,242.291.666.666.667,225.625,65,NA,176.666.666.666.667,1.239.375,20,6.7,0,1,903,110.741.971.207.087,NA,0.47,18.58,27.5,NA,49.17,5.25
2012-02-27,364.375,272.125,771.875,NA,148.604.166.666.667,10.975,16,5.9,0,85,44170,192.438.306.542.902,NA,0.5,20.96,28.5,NA,42.38,9.5
2012-02-28,250.416.666.666.667,2.566.875,828.125,NA,159.375,1.019.375,16.1,6.2,0,89,42599,208.925.092.138.313,NA,0.54,19.83,35.21,NA,46.25,NA
2012-02-29,295.416.666.666.667,267.520.833.333.333,816.875,NA,183.958.333.333.333,10.6125,17,6.2,0,63,30529,20.636.116.479.413,NA,0.58,23.29,39.42,NA,36.65,NA
2012-03-01,310.416.666.666.667,259.916.666.666.667,773.541.666.666.667,NA,184.666.666.666.667,1.083.125,17,6.9,0,53,29422,180.137.312.215.349,NA,0.45,17,29.17,NA,59.54,4.18
2012-03-02,374.166.666.666.667,262.583.333.333.333,809.791.666.666.667,NA,1.951.875,103.916.666.666.667,16.6,5.1,0.1,45,25158,178.869.544.478.893,NA,0.31,8.17,26.96,NA,65.46,3.58
2012-03-03,237.708.333.333.333,242.125,811.875,NA,1.646.875,112.208.333.333.333,17,7.4,0,18,12263,146.783.005.789.774,NA,0.3,6.5,25.5,NA,46.25,3.54
2012-03-04,306.666.666.666.667,2.764.375,683.333.333.333.333,NA,1.344.375,1.273.125,18.2,7.8,0,3,1707,175.746.924.428.822,NA,0.21,2.5,12.36,NA,70.08,2.54
2012-03-05,430.833.333.333.333,241.104.166.666.667,53.75,NA,2.085.625,125.479.166.666.667,18.6,8.8,0,80,41743,191.648.899.216.635,NA,0.22,5.21,17.92,NA,65.65,2.55
2012-03-06,334.583.333.333.333,221.25,482.291.666.666.667,NA,1.824.375,102.041.666.666.667,14.7,2.5,0,63,29805,211.373.930.548.566,NA,0.24,3.96,14.54,NA,71.75,2.13
2012-03-07,321.875,271.520.833.333.333,536.666.666.666.667,NA,203.604.166.666.667,949.583.333.333.334,16.6,4,0,49,24796,197.612.518.148.088,NA,0.25,4.67,16.54,NA,67.5,3.58
2012-03-08,297.708.333.333.333,270.145.833.333.333,620.625,NA,200.729.166.666.667,984.166.666.666.667,16.6,5.2,0,47,25260,186.064.924.782.264,NA,0.25,6.62,22.83,NA,59.42,2.83
2012-03-09,343.958.333.333.333,2.360.625,52,NA,203.229.166.666.667,10.5625,16.7,5,0,32,16088,198.906.016.907.011,NA,0.28,8.38,23.38,NA,69.58,4.25
2012-03-10,337.708.333.333.333,263.666.666.666.667,567.083.333.333.333,NA,210.375,1.064.375,17.8,4.3,0,12,9247,129.771.817.886.882,NA,0.31,7.62,21.79,NA,57.62,3.75
2012-03-11,340.208.333.333.333,2.521.875,62.25,NA,2.123.125,118.895.833.333.333,19.1,6,0,6,5809,103.288.001.377.173,NA,0.33,14.33,29.21,NA,47.17,4.5
2012-03-12,376.458.333.333.333,272.916.666.666.667,570.416.666.666.667,NA,214.5,125.520.833.333.333,19.9,7,0,69,34887,197.781.408.547.597,NA,0.37,17,35.62,NA,50.79,4.92
2012-03-13,255.625,247.395.833.333.333,67.625,NA,2.141.875,1.248.125,20,7.4,0,48,24257,197.881.024.034.299,NA,0.42,16.46,48.25,NA,38.48,4.71
2012-03-14,2.375,233.270.833.333.333,712.708.333.333.333,NA,213.479.166.666.667,128.854.166.666.667,20.6,7.1,0,47,20340,231.071.779.744.346,NA,0.41,17.5,40.33,NA,47.96,04.04
2012-03-15,1.8,221.770.833.333.333,851.666.666.666.667,NA,213.958.333.333.333,978.958.333.333.333,15,4.4,0,56,28925,193.604.148.660.328,NA,0.37,19.58,43.92,NA,48.83,4.71
2012-03-16,2.7875,213.25,69.875,NA,228.208.333.333.333,117.291.666.666.667,18.4,5.5,0,49,21680,226.014.760.147.602,NA,0.31,8.88,20.08,NA,68.75,3.88
2012-03-17,305.416.666.666.667,264.125,735.833.333.333.333,NA,220.875,114.270.833.333.333,17.8,6.1,0,4,4770,838.574.423.480.084,NA,0.25,5.92,7.96,NA,73,2.96
2012-03-18,346.041.666.666.667,258.604.166.666.667,57.375,NA,2.313.125,143.270.833.333.333,20.7,8.6,0,4,1880,212.765.957.446.809,NA,0.21,7.46,7.33,NA,81.21,2.58
2012-03-19,2.9,247.541.666.666.667,617.708.333.333.333,NA,228.145.833.333.333,115.895.833.333.333,16.1,7.9,0,72,33674,213.814.812.615.074,NA,0.22,8.71,13.5,NA,71.42,2.96
2012-03-20,542.708.333.333.333,167.854.166.666.667,614.791.666.666.667,NA,182.354.166.666.667,112.854.166.666.667,15.9,6.5,1.2,48,28486,168.503.826.441.059,NA,0.27,9.62,20.17,NA,66.33,2.75
2012-03-21,662.708.333.333.333,889.791.666.666.667,846.458.333.333.333,NA,206.666.666.666.667,129.041.666.666.667,13.8,10.7,22.4,29,16214,178.857.777.229.555,NA,0.26,10.12,18.67,NA,68.5,3
2012-03-22,219.583.333.333.333,263.583.333.333.333,86.375,NA,1.418.125,1.138.125,16.2,8.2,9.6,42,33797,124.271.385.034.175,NA,0.32,11.42,27.74,NA,49.54,3.57
2012-03-23,234.375,255.791.666.666.667,793.541.666.666.667,NA,233.791.666.666.667,114.520.833.333.333,16.6,7.4,0,31,15763,196.663.071.750.301,NA,0.3,6.29,24.83,NA,61.54,3.62
2012-03-24,241.666.666.666.667,2.435.625,76.625,NA,2.400.625,123.020.833.333.333,17.3,7.8,0,3,2337,128.369.704.749.679,NA,0.31,7.23,22.59,NA,64.41,3.91
2012-03-25,348.125,270.708.333.333.333,692.083.333.333.333,NA,247.625,139.333.333.333.333,20.2,9.6,0,4,3862,103.573.278.094.252,NA,0.34,12.04,36.04,NA,63.88,4.75
2012-03-26,303.125,212.875,703.125,NA,220.354.166.666.667,134.729.166.666.667,17.6,10.1,0,69,34697,198.864.455.140.214,NA,0.31,6.96,30.5,NA,87.42,4.25
2012-03-27,266.041.666.666.667,251.020.833.333.333,628.333.333.333.333,NA,2.329.375,139.541.666.666.667,19.8,9.1,0,39,25837,1.509.463.172.969,NA,0.33,11.08,28.67,NA,94.91,4.21
2012-03-28,288.125,255.479.166.666.667,576.458.333.333.333,NA,249.354.166.666.667,1.478.125,22.6,9.5,0,41,21953,186.762.629.253.405,NA,0.33,7.42,27,NA,91.38,4.62
2012-03-29,277.708.333.333.333,263.625,621.041.666.666.667,NA,253.979.166.666.667,139.416.666.666.667,20.9,8.1,0,23,12966,177.387.012.185.716,NA,0.38,17,41.5,NA,81.5,5.38
2012-03-30,324.583.333.333.333,2.640.625,580.208.333.333.333,NA,254.875,161.291.666.666.667,24.1,11.1,0,48,24008,199.933.355.548.151,NA,0.35,8.33,30.58,NA,78.96,5.42
2012-03-31,211.666.666.666.667,240.583.333.333.333,732.083.333.333.333,NA,251.5,145.125,20,9.9,0,16,10067,158.935.134.598.192,NA,0.32,8.33,28.58,NA,73.96,5.79
2012-04-01,240.625,2.543.125,687.291.666.666.667,NA,256.375,1.464.375,20.8,9.3,0,NA,NA,NA,NA,0.32,12.45,30.09,NA,70.67,5
2012-04-02,246.041.666.666.667,222.229.166.666.667,755.416.666.666.667,NA,235.645.833.333.333,135.625,19.1,8.8,0,51,21193,240.645.496.154.391,NA,0.32,15.25,45.96,NA,44.95,2.92
2012-04-03,1.8125,225.604.166.666.667,896.458.333.333.333,NA,737.708.333.333.333,136.645.833.333.333,16.2,11.4,7.1,45,23980,187.656.380.316.931,NA,0.31,9.5,34.88,NA,52.29,01.08
2012-04-04,237.916.666.666.667,147.854.166.666.667,896.875,NA,669.166.666.666.667,130.041.666.666.667,14.5,11.2,39.9,26,17337,149.968.275.941.628,NA,0.3,9.55,30.91,NA,49.75,1.5
2012-04-05,215.833.333.333.333,114.604.166.666.667,815.625,NA,827.083.333.333.333,132.541.666.666.667,14.7,11.5,2.9,22,12707,173.132.918.863.618,NA,0.26,7.17,7.17,NA,65.21,1.12
2012-04-06,263.541.666.666.667,276.708.333.333.333,816.875,NA,162.104.166.666.667,125.604.166.666.667,18.2,7.5,0,1,723,138.312.586.445.367,NA,0.22,4.75,04.04,NA,89.79,1
2012-04-07,3.6,2.786.875,63.5,NA,2.400.625,11.925,16.8,5.9,0,8,5908,1.354.096.140.826,NA,0.22,5.71,4.88,NA,89.42,01.04
2012-04-08,360.833.333.333.333,209.291.666.666.667,659.791.666.666.667,NA,281.104.166.666.667,14.25,20.9,9.2,0,9,7376,122.017.353.579.176,NA,0.24,6.83,4.67,NA,82.29,1
2012-04-09,237.083.333.333.333,248,776.875,NA,184.833.333.333.333,127.291.666.666.667,17.5,7.8,0,4,3602,111.049.416.990.561,NA,0.3,13.62,19.58,NA,63.04,1.5
2012-04-10,280.208.333.333.333,259.354.166.666.667,792.708.333.333.333,NA,136.25,1.303.125,18.6,8.4,0.1,40,21352,187.336.080.929.187,NA,0.23,5.95,12.05,NA,84.32,1.29
2012-04-11,345.416.666.666.667,287.166.666.666.667,557.291.666.666.667,NA,282.020.833.333.333,142.354.166.666.667,19.9,7.7,0,32,17960,178.173.719.376.392,NA,0.35,13.5,46,NA,38.96,7.5
2012-04-12,204.583.333.333.333,211.666.666.666.667,741.041.666.666.667,NA,78.625,131.520.833.333.333,16.1,9.1,0.3,16,7962,200.954.534.036.674,NA,0.28,3.33,20.21,NA,61.04,4.5
2012-04-13,311.041.666.666.667,245.458.333.333.333,710.625,NA,1.433.125,129.395.833.333.333,17.7,8.7,0,30,14201,211.252.728.681.079,NA,0.22,3.17,10.5,NA,80.58,2.83
2012-04-14,3.8125,2.745.625,640.625,NA,216.791.666.666.667,121.229.166.666.667,17.1,7.2,0,10,5997,16.675.004.168.751,NA,0.22,2.75,9.62,NA,80.92,2.29
2012-04-15,305.416.666.666.667,284.166.666.666.667,676.875,NA,2.021.875,116.604.166.666.667,18,8.9,2.5,NA,NA,NA,NA,0.23,3.67,10.96,NA,101.46,1.54
2012-04-16,305.416.666.666.667,254.354.166.666.667,54.5,NA,2.294.375,124.354.166.666.667,18.3,6.8,0,42,23433,179.234.413.007.297,NA,0.21,3.46,8.12,NA,109.54,1.46
2012-04-17,436.458.333.333.333,271,50,NA,305.5,11.9375,17.4,7,0,20,12412,161.134.386.077.989,NA,0.3,6.79,26.75,NA,78.83,3.67
2012-04-18,284.166.666.666.667,207.958.333.333.333,732.708.333.333.333,NA,140.208.333.333.333,128.291.666.666.667,17.3,9.6,0.1,18,10960,164.233.576.642.336,NA,0.25,3.38,11.79,NA,91.75,2.21
2012-04-19,428.958.333.333.333,225.291.666.666.667,620.833.333.333.333,NA,221.25,1.441.875,19.9,10.7,3.1,38,17852,212.861.304.055.568,NA,0.27,04.04,14.04,NA,87.58,1.62
2012-04-20,401.041.666.666.667,260.75,615.208.333.333.333,NA,287.979.166.666.667,144.729.166.666.667,20.7,8.4,0,32,13948,229.423.573.272.154,NA,0.3,4.21,15.17,NA,87.46,2.12
2012-04-21,361.875,2.439.375,700.833.333.333.333,NA,292.104.166.666.667,1.540.625,20.7,10.7,0.4,26,14132,183.979.620.718.936,NA,0.27,2.88,9.29,NA,87.67,01.08
2012-04-22,267.083.333.333.333,136.645.833.333.333,756.041.666.666.667,NA,192.625,140.166.666.666.667,16.6,12,0.1,NA,NA,NA,NA,0.3,3.88,11.33,NA,83.75,2.29
2012-04-23,437.291.666.666.667,209.166.666.666.667,794.166.666.666.667,NA,255.145.833.333.333,148.270.833.333.333,18.8,9.6,0,46,21873,210.304.942.166.141,NA,0.23,3.25,11.67,NA,98.46,2.46
2012-04-24,372.083.333.333.333,228.708.333.333.333,502.916.666.666.667,NA,303.979.166.666.667,147.770.833.333.333,20.8,8.2,0,42,18742,224.095.614.128.695,NA,0.33,11.91,23.87,NA,76.77,2.5
2012-04-25,332.291.666.666.667,237.854.166.666.667,82,NA,1.848.125,137.333.333.333.333,19.1,6.9,0,29,18381,157.771.611.990.643,NA,0.32,5.52,23.96,NA,80.75,03.05
2012-04-26,207.083.333.333.333,124.291.666.666.667,784.791.666.666.667,NA,301.583.333.333.333,1.699.375,21.6,12,0,14,9124,153.441.473.038.141,NA,0.35,06.04,34.46,NA,57.75,3.42
2012-04-27,342.083.333.333.333,118.5,762.708.333.333.333,NA,105.854.166.666.667,170.083.333.333.333,19.4,14.2,0,29,11468,252.877.572.375.305,NA,0.3,2.21,11.96,NA,94.12,1.92
2012-04-28,501.666.666.666.667,122.75,800.208.333.333.333,NA,1.305.625,169.854.166.666.667,19.3,13.7,9.3,13,7675,169.381.107.491.857,NA,0.26,1.88,4.96,NA,102.38,1.12
2012-04-29,2.6875,197.458.333.333.333,722.916.666.666.667,NA,323.729.166.666.667,146.645.833.333.333,18.5,9.7,0,1,652,153.374.233.128.834,NA,0.25,1.71,6.79,NA,103.83,01.04
2012-04-30,4.925,217.25,759.583.333.333.333,NA,290.375,140.875,17.7,10.2,14.2,31,13763,225.241.589.769.672,NA,0.24,1.96,5.75,NA,93.58,01.04
2012-05-01,253.541.666.666.667,245.270.833.333.333,75.25,NA,326,139.645.833.333.333,19.6,8.7,0,1,543,184.162.062.615.101,NA,0.3,2.79,10.83,NA,73.71,01.04
2012-05-02,380.625,2.511.875,764.583.333.333.333,NA,3.291.875,143.791.666.666.667,21.4,9,0,44,22729,193.585.287.518.149,NA,0.29,4.58,10.92,NA,85.42,1.29
2012-05-03,430.208.333.333.333,251.520.833.333.333,791.458.333.333.333,NA,3.273.125,144.166.666.666.667,19.5,9.1,0,29,13960,207.736.389.684.814,NA,0.32,3.5,14.33,NA,83.08,1.92
2012-05-04,274.583.333.333.333,251,831.458.333.333.333,NA,221.25,151.666.666.666.667,20,9.9,0,25,15145,165.070.980.521.624,NA,0.3,3.25,11.38,NA,76.96,2.17
2012-05-05,444.791.666.666.667,254,705.625,NA,316.25,16.575,22.5,11.2,0,6,4805,124.869.927.159.209,NA,0.28,1.96,10.29,NA,78,1.46
2012-05-06,276.458.333.333.333,214.854.166.666.667,752.708.333.333.333,NA,274,153.645.833.333.333,19.5,10.9,0.5,5,3211,155.714.730.613.516,NA,0.27,3.18,10.36,NA,85.23,1.77
2012-05-07,318.125,254,726.041.666.666.667,NA,315.166.666.666.667,1.631.875,21.5,10.2,0.3,53,29550,179.357.021.996.616,NA,0.32,4.92,21.62,NA,81.71,2.92
2012-05-08,360.208.333.333.333,2.268.125,771.041.666.666.667,NA,2.463.125,172.645.833.333.333,23.2,10.6,0,27,14545,18.563.080.096.253,NA,0.32,6,26.5,NA,77.67,03.08
2012-05-09,244.791.666.666.667,157,830.208.333.333.333,NA,320.791.666.666.667,170.395.833.333.333,20.9,12.9,0,32,11282,283.637.652.898.422,NA,0.28,4.71,21.5,NA,86.12,1.62
2012-05-10,2.7,248.5,640.208.333.333.333,NA,332.979.166.666.667,190.395.833.333.333,25.3,13.2,0,36,15949,225.719.480.845.194,NA,0.29,7.58,26.71,NA,80.25,2.46
2012-05-11,4.3125,248.479.166.666.667,538.958.333.333.333,NA,336.083.333.333.333,2.015.625,26.1,14.3,0,30,17748,169.033.130.493.577,NA,0.31,4.92,28.79,NA,74.17,4.67
2012-05-12,269.583.333.333.333,214.479.166.666.667,672.083.333.333.333,NA,3.014.375,203.854.166.666.667,26.2,14.2,0,2,2462,812.347.684.809.098,NA,0.31,2.42,20.25,NA,66.25,2.25
2012-05-13,250.833.333.333.333,143.291.666.666.667,785.625,NA,287.916.666.666.667,192.270.833.333.333,22.3,16.1,0.3,3,1853,161.899.622.234.215,NA,0.31,03.08,12.62,NA,88.12,2.68
2012-05-14,396.458.333.333.333,227.270.833.333.333,70.25,NA,331.604.166.666.667,186.333.333.333.333,21.8,14,0,41,17664,232.110.507.246.377,NA,0.3,3.21,14.12,NA,104.75,3.17
2012-05-15,293.541.666.666.667,186.354.166.666.667,672.083.333.333.333,NA,3.309.375,1.906.875,23.3,14.6,0,31,16274,190.487.894.801.524,NA,0.25,1.96,9.17,NA,98,2.54
2012-05-16,3,2.269.375,68.875,NA,197.916.666.666.667,162.458.333.333.333,19.8,11.3,0.6,24,14788,16.229.375.169.056,NA,0.29,2.17,11.79,NA,85.92,2.5
2012-05-17,237.708.333.333.333,258.833.333.333.333,818.333.333.333.333,NA,164.708.333.333.333,156.166.666.666.667,20.7,11.3,0,29,16135,179.733.498.605.516,NA,0.31,3.75,23.46,NA,83.79,3.54
2012-05-18,3.875,106.020.833.333.333,813.541.666.666.667,NA,179.458.333.333.333,169.333.333.333.333,19.7,13,0,27,13053,206.849.000.229.832,NA,0.31,1.92,11.33,NA,114.5,3.46
2012-05-19,2.8125,129.291.666.666.667,769.375,NA,1.816.875,176.604.166.666.667,21.4,14.7,0,11,4760,23.109.243.697.479,NA,0.27,1.79,9.75,NA,81.42,3.58
2012-05-20,235.208.333.333.333,2.318.125,836.666.666.666.667,NA,228.291.666.666.667,16.15,21.4,11.9,22.7,NA,NA,NA,NA,0.21,1.83,4.38,NA,82.57,2.36
2012-05-21,408.541.666.666.667,3.093.125,60.25,NA,150.541.666.666.667,15.45,20.6,11.1,0,42,20184,208.085.612.366.231,NA,0.25,8.56,27.28,NA,67.79,1.57
2012-05-22,317.708.333.333.333,268,578.333.333.333.333,NA,224.104.166.666.667,185.125,25.3,12.9,0,37,19439,190.339.009.208.293,NA,0.27,1.54,15.79,NA,70.08,02.04
2012-05-23,320.208.333.333.333,249,621.666.666.666.667,NA,339.229.166.666.667,194.020.833.333.333,25.9,12.7,0,31,19423,159.604.592.493.436,NA,0.26,2.88,17.75,NA,81.96,2.75
2012-05-24,344.375,2.460.625,640.625,NA,3.408.125,190.666.666.666.667,24.9,12.3,0,27,15098,178.831.633.328.918,NA,0.28,3.83,20.71,NA,86.71,3.46
2012-05-25,432.291.666.666.667,247.520.833.333.333,608.958.333.333.333,NA,345.520.833.333.333,206.541.666.666.667,26.4,15,0,26,11487,226.342.822.320.884,NA,0.31,1.12,12.42,NA,91.29,2.88
2012-05-26,273.125,232.583.333.333.333,79.5,NA,2.629.375,1.916.875,24.2,13.8,0,6,3988,150.451.354.062.187,NA,0.26,1.62,14.71,NA,82.38,3.38
2012-05-27,2.2875,192.375,730.625,NA,336.083.333.333.333,202.458.333.333.333,25,14.8,0,3,3172,94.577.553.593.947,NA,0.29,2,15.29,NA,76.5,3.17
2012-05-28,243.333.333.333.333,254.75,630.833.333.333.333,NA,291.479.166.666.667,216.145.833.333.333,27.5,15.4,0,9,9144,984.251.968.503.937,NA,0.3,2.46,15.54,NA,83.88,3.46
2012-05-29,354.375,251.541.666.666.667,637.291.666.666.667,NA,3.283.125,219.104.166.666.667,28.1,16.4,0,47,22455,209.307.503.896.682,NA,0.29,2.71,18,NA,81.42,04.05
2012-05-30,332.916.666.666.667,2.476.875,640.208.333.333.333,NA,339.291.666.666.667,220.208.333.333.333,28.4,16.2,0,18,8329,216.112.378.436.787,NA,0.3,2.71,17.58,NA,89.75,2
2012-05-31,299.583.333.333.333,243.979.166.666.667,63.125,NA,3.365.625,2.248.125,28.3,16.3,0,14,8519,164.338.537.387.017,NA,0.3,3.96,18.79,NA,94.12,1.29
2012-06-01,343.333.333.333.333,246.25,595.625,NA,340.166.666.666.667,220.770.833.333.333,27.5,16.5,0,8,3648,219.298.245.614.035,NA,0.3,1.29,17.12,NA,97.33,1.33
2012-06-02,344.375,2.378.125,623.125,NA,338,2.243.125,28.1,16.5,0,3,1048,286.259.541.984.733,NA,0.3,1.29,14.25,NA,90.5,1.46
2012-06-03,300.416.666.666.667,184.125,771.041.666.666.667,NA,187.020.833.333.333,209.125,24.7,17.6,14,NA,NA,NA,NA,0.32,3.15,10.6,NA,55.87,01.08
2012-06-04,350.625,204.604.166.666.667,832.708.333.333.333,NA,274.354.166.666.667,204.291.666.666.667,23.9,16.5,0.1,46,21571,213.249.269.853.043,NA,0.3,02.09,7.43,NA,73.67,1.13
2012-06-05,369.791.666.666.667,2.368.125,814.791.666.666.667,NA,337.041.666.666.667,214.229.166.666.667,25.3,15.6,0,36,20171,178.474.046.899.013,NA,0.3,1.42,8.5,NA,75.46,1.21
2012-06-06,3.1625,180.520.833.333.333,82.375,NA,278.645.833.333.333,224.229.166.666.667,26.2,19.5,0,9,4506,199.733.688.415.446,NA,0.33,2.38,13.75,NA,77.92,2
2012-06-07,233.541.666.666.667,201.708.333.333.333,798.541.666.666.667,NA,3.258.125,22.475,27,18,0,15,8669,173.030.337.985.927,NA,0.31,2.25,13.29,NA,73.08,1.88
2012-06-08,277.291.666.666.667,225.604.166.666.667,773.958.333.333.333,NA,2.779.375,219.458.333.333.333,25.4,17.8,0.1,14,8134,172.117.039.586.919,NA,0.25,1.46,5.71,NA,87.96,1.75
2012-06-09,395.625,245.895.833.333.333,706.458.333.333.333,NA,289.645.833.333.333,211.979.166.666.667,24.9,16.1,0,9,3911,230.120.173.868.576,NA,0.27,1.12,6.5,NA,84.5,1.42
2012-06-10,420.625,181.166.666.666.667,736.666.666.666.667,NA,2.534.375,227.229.166.666.667,26.3,18.9,0,5,4565,109.529.025.191.676,NA,0.26,2.71,9.21,NA,60.71,02.08
2012-06-11,273.958.333.333.333,140.625,727.083.333.333.333,NA,231.354.166.666.667,209.770.833.333.333,24,17.5,0,29,13369,216.919.739.696.312,NA,0.23,1.75,11.12,NA,77.12,1.96
2012-06-12,368.333.333.333.333,198.25,561.875,NA,301.5,205.375,27,12.9,0,24,10150,236.453.201.970.443,NA,0.25,2.46,13.83,NA,66.25,1.67
2012-06-13,3.6,174.729.166.666.667,711.458.333.333.333,NA,265.875,197.604.166.666.667,23.8,14.8,0,20,9214,217.060.994.139.353,NA,0.25,1.77,11.32,NA,61.33,1.23
2012-06-14,257.708.333.333.333,226.583.333.333.333,751.666.666.666.667,NA,2.915.625,207.583.333.333.333,25.7,16,0,19,8989,211.369.451.551.897,NA,0.28,3.83,17.25,NA,66.33,1.17
2012-06-15,307.708.333.333.333,243.208.333.333.333,692.083.333.333.333,NA,354.479.166.666.667,211.104.166.666.667,26.6,15.4,0,17,8121,209.333.825.883.512,NA,0.25,1.67,11.08,NA,78.5,1
2012-06-16,363.125,244.229.166.666.667,613.958.333.333.333,NA,354.791.666.666.667,216.145.833.333.333,27.5,15.1,0,4,2118,188.857.412.653.447,NA,0.29,2.62,18.25,NA,69.12,1.67
