date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,hcnm,hct,no,no2,nox,o3,pm10,pm2.5,so2
2012-01-21,296.875,2.955.625,68.125,NA,113.333.333.333.333,102.916.666.666.667,17.9,6,0,46,24405,188.485.965.990.576,NA,NA,NA,10.46,29.04,44.71,NA,24.88,NA,NA
2012-01-22,305.625,292.541.666.666.667,75.125,NA,117.895.833.333.333,1.019.375,17.8,6.5,0,361,142295,253.698.302.821.603,NA,NA,NA,6.79,22.54,32.29,NA,18.88,NA,NA
2012-01-23,401.875,317.083.333.333.333,686.666.666.666.667,NA,114.604.166.666.667,112.145.833.333.333,17.5,6.9,0,288,113202,254.412.466.210.844,NA,NA,NA,32.33,37.46,86.54,NA,25.21,NA,NA
2012-01-24,311.458.333.333.333,301.229.166.666.667,750.833.333.333.333,NA,113.458.333.333.333,947.291.666.666.666,15.4,5.7,0,235,127302,184.600.399.051.075,NA,NA,NA,28.68,51.05,94.63,NA,31.5,NA,NA
2012-01-25,336.041.666.666.667,288.75,761.666.666.666.667,NA,121.520.833.333.333,827.083.333.333.333,15.4,4.4,0,225,113163,198.828.238.912.012,NA,NA,NA,19.08,62.85,91.08,NA,38.54,NA,NA
2012-01-26,290.625,269.333.333.333.333,772.291.666.666.667,NA,109.979.166.666.667,833.333.333.333.333,15.4,3.6,0,246,104316,235.821.925.687.335,NA,NA,NA,50.33,54.58,131.21,NA,31.17,NA,NA
2012-01-27,268.541.666.666.667,252.041.666.666.667,772.291.666.666.667,NA,455.625,967.083.333.333.333,13.1,6.5,0,64,43215,148.096.725.673.956,NA,NA,NA,17.71,42.29,69.04,NA,22.29,NA,NA
2012-01-28,2.0375,282.416.666.666.667,851.458.333.333.333,NA,174.166.666.666.667,862.083.333.333.333,10,6.2,2.3,59,33685,175.152.144.871.605,NA,NA,NA,8.75,33.12,45.88,NA,12.96,NA,NA
2012-01-29,247.916.666.666.667,258.25,758.333.333.333.333,NA,840.416.666.666.667,578.125,11,2,0,373,151867,245.609.645.281.727,NA,NA,NA,24.29,47.62,84.25,NA,21,NA,NA
2012-01-30,292.291.666.666.667,294.770.833.333.333,607.291.666.666.667,NA,131.5,558.125,11.9,0.8,0,303,126743,239.066.457.319.142,NA,NA,NA,14.92,41,63.17,NA,27,NA,NA
2012-01-31,298.125,2.755.625,574.583.333.333.333,NA,671.875,664.583.333.333.333,12,1.7,0,259,129215,200.441.125.256.356,NA,NA,NA,66.42,59.29,160.42,NA,29,NA,NA
2012-02-01,308.125,220.625,845.208.333.333.333,NA,12.3125,515.208.333.333.333,7.7,3.3,5.5,236,123205,191.550.667.586.543,NA,NA,NA,9.27,39.27,53.05,NA,16.92,NA,NA
2012-02-02,294.166.666.666.667,277.104.166.666.667,804.583.333.333.333,NA,367.291.666.666.667,311.458.333.333.333,4.4,2,0.2,229,108159,211.725.330.300.761,NA,NA,NA,5.17,30.54,37.96,NA,23.96,NA,NA
2012-02-03,425.208.333.333.333,299.416.666.666.667,534.166.666.666.667,NA,131.875,178.125,5.4,-0.8,0,82,43086,190.317.040.337.929,NA,NA,NA,4.67,23.38,30,NA,13.83,NA,NA
2012-02-04,382.291.666.666.667,295.708.333.333.333,309.166.666.666.667,NA,147.5,222.083.333.333.333,7.6,-0.9,0,33,22116,149.213.239.283.776,NA,NA,NA,6.83,34.17,44,NA,16.92,NA,NA
2012-02-05,263.125,300.5,533.333.333.333.333,NA,565.208.333.333.333,201.875,6.8,-4.3,0,477,203083,234.879.335.050.201,NA,NA,NA,25.79,49.67,88.79,NA,17.12,NA,NA
2012-02-06,291.458.333.333.333,260.708.333.333.333,508.541.666.666.667,NA,1.468.125,499.375,13.9,-1.2,0,291,142518,204.184.734.559.845,NA,NA,NA,17.5,49.58,75.96,NA,17.08,NA,NA
2012-02-07,272.916.666.666.667,246.854.166.666.667,287.916.666.666.667,NA,153.479.166.666.667,5.6875,13.2,-2.2,0,313,148504,210.768.733.502.128,NA,NA,NA,07.04,44.29,54.58,NA,21.5,NA,NA
2012-02-08,336.041.666.666.667,321.875,288.333.333.333.333,NA,111.520.833.333.333,352.291.666.666.667,8.6,-2.5,0,323,146522,220.444.711.374.401,NA,NA,NA,6.75,34.29,44.08,NA,29,NA,NA
2012-02-09,494.375,3.254.375,437.083.333.333.333,NA,148.604.166.666.667,524.791.666.666.667,11.6,0,0,336,140056,239.904.038.384.646,NA,NA,NA,9.25,45.75,59.54,NA,34.46,NA,NA
2012-02-10,453.333.333.333.333,283.833.333.333.333,550.208.333.333.333,NA,149.270.833.333.333,625.833.333.333.333,11.9,2,0,146,76953,189.726.196.509.558,NA,NA,NA,5.54,33.62,41.33,NA,21.58,NA,NA
2012-02-11,402.916.666.666.667,241.791.666.666.667,374.375,NA,167.729.166.666.667,516.458.333.333.333,10.6,0.3,0,85,45489,186.858.361.362.088,NA,NA,NA,6.67,35.25,44.79,NA,19.96,NA,NA
2012-02-12,309.583.333.333.333,2.400.625,535.625,NA,152.708.333.333.333,3.0625,7.4,-1.2,0.2,495,212791,232.622.620.317.589,NA,NA,NA,29.58,62.33,107.17,NA,28.16,NA,NA
2012-02-13,351.458.333.333.333,269.166.666.666.667,498.541.666.666.667,NA,156.604.166.666.667,3.4125,10.2,-2.7,0,434,194961,22.260.862.428.896,NA,NA,NA,12.5,51.67,70.25,NA,22.75,NA,NA
2012-02-14,279.583.333.333.333,265.083.333.333.333,566.458.333.333.333,NA,116.854.166.666.667,635.833.333.333.333,11.8,1.6,0,349,166984,209.002.060.077.612,NA,NA,NA,10.96,54.88,71.33,NA,22.92,NA,NA
2012-02-15,324.583.333.333.333,290.979.166.666.667,557.708.333.333.333,NA,164.958.333.333.333,772.708.333.333.333,15.9,0,0,363,161312,225.029.756.000.793,NA,NA,NA,11.96,59.92,77.67,NA,24.42,NA,NA
2012-02-16,327.291.666.666.667,257.583.333.333.333,60.625,NA,165.729.166.666.667,9.125,15.9,1.7,0,307,145579,210.882.064.033.961,NA,NA,NA,15.25,56.71,79.5,NA,28.17,NA,NA
2012-02-17,263.333.333.333.333,269.729.166.666.667,720.625,NA,104.645.833.333.333,8.975,13.7,5.6,0,165,88048,18.739.778.302.744,NA,NA,NA,13.83,54.04,74.54,NA,26.67,NA,NA
2012-02-18,351.041.666.666.667,2.790.625,761.458.333.333.333,NA,160.729.166.666.667,760.208.333.333.333,14.2,3.2,0,101,67407,149.836.070.437.788,NA,NA,NA,22.79,59.5,93.88,NA,30.75,NA,NA
2012-02-19,248.541.666.666.667,277.333.333.333.333,764.791.666.666.667,NA,663.958.333.333.333,7.575,12.2,3.6,0,561,231799,242.020.025.970.776,NA,NA,NA,8,46.43,58.05,NA,22.71,NA,NA
2012-02-20,294.791.666.666.667,2.488.125,534.166.666.666.667,NA,170.5,8.95,14.4,3.6,0,475,204993,231.715.229.300.513,NA,NA,NA,21.62,61.75,94.54,NA,32.04,NA,NA
2012-02-21,272.708.333.333.333,265.625,60,NA,166.104.166.666.667,668.125,13.1,2.7,0,406,184158,220.462.863.410.767,NA,NA,NA,16.17,57.29,81.83,NA,38.08,NA,NA
2012-02-22,327.708.333.333.333,283.666.666.666.667,46.875,NA,1.759.375,875.625,15.8,3.7,0,341,159736,213.477.237.441.779,NA,NA,NA,30.92,61.08,107.92,NA,42.62,NA,NA
2012-02-23,386.666.666.666.667,285.875,344.375,NA,180.895.833.333.333,110.395.833.333.333,18.8,5.3,0,302,144499,208.997.986.145.233,NA,NA,NA,78.17,83.42,202.58,NA,58.5,NA,NA
2012-02-24,282.083.333.333.333,253.75,496.041.666.666.667,NA,1.699.375,110.729.166.666.667,18.4,5.8,0,111,60905,182.251.046.712.093,NA,NA,NA,52.58,72.04,151.96,NA,48.33,NA,NA
2012-02-25,2.4875,257.75,623.333.333.333.333,NA,162.916.666.666.667,103.208.333.333.333,17.4,4.8,0,78,48239,161.694.894.172.765,NA,NA,NA,30.54,62.29,108.5,NA,52.17,NA,NA
2012-02-26,242.291.666.666.667,225.625,65,NA,176.666.666.666.667,1.239.375,20,6.7,0,450,212580,211.685.012.701.101,NA,NA,NA,7.92,39,50.54,NA,35.83,NA,NA
2012-02-27,364.375,272.125,771.875,NA,148.604.166.666.667,10.975,16,5.9,0,333,156659,212.563.593.537.556,NA,NA,NA,19.75,52.33,81.96,NA,35.38,NA,NA
2012-02-28,250.416.666.666.667,2.566.875,828.125,NA,159.375,1.019.375,16.1,6.2,0,291,150490,193.368.330.121.603,NA,NA,NA,40.96,59.71,121.96,NA,42.83,NA,NA
2012-02-29,295.416.666.666.667,267.520.833.333.333,816.875,NA,183.958.333.333.333,10.6125,17,6.2,0,271,140871,192.374.583.839.115,NA,NA,NA,57.3,73.4,160.5,NA,46.12,NA,NA
2012-03-01,310.416.666.666.667,259.916.666.666.667,773.541.666.666.667,NA,184.666.666.666.667,1.083.125,17,6.9,0,239,112441,212.555.918.214.886,NA,NA,NA,21.33,62.83,94.96,NA,35.62,NA,NA
2012-03-02,374.166.666.666.667,262.583.333.333.333,809.791.666.666.667,NA,1.951.875,103.916.666.666.667,16.6,5.1,0.1,103,69080,149.102.489.866.821,NA,NA,NA,11.79,53.04,70.54,NA,34.33,NA,NA
2012-03-03,237.708.333.333.333,242.125,811.875,NA,1.646.875,112.208.333.333.333,17,7.4,0,62,39712,156.124.093.473.006,NA,NA,NA,06.04,37.08,45.92,NA,33.04,NA,NA
2012-03-04,306.666.666.666.667,2.764.375,683.333.333.333.333,NA,1.344.375,1.273.125,18.2,7.8,0,360,181936,197.871.779.087.152,NA,NA,NA,5.54,29.79,37.58,NA,24.12,NA,NA
2012-03-05,430.833.333.333.333,241.104.166.666.667,53.75,NA,2.085.625,125.479.166.666.667,18.6,8.8,0,239,117196,203.931.874.808.014,NA,NA,NA,4.58,28.83,35.25,NA,18.25,NA,NA
2012-03-06,334.583.333.333.333,221.25,482.291.666.666.667,NA,1.824.375,102.041.666.666.667,14.7,2.5,0,235,119759,196.227.423.408.679,NA,NA,NA,5.96,42.04,50.71,NA,23.17,NA,NA
2012-03-07,321.875,271.520.833.333.333,536.666.666.666.667,NA,203.604.166.666.667,949.583.333.333.334,16.6,4,0,208,110322,188.539.004.006.454,NA,NA,NA,15.83,52.54,76.12,NA,29.25,NA,NA
2012-03-08,297.708.333.333.333,270.145.833.333.333,620.625,NA,200.729.166.666.667,984.166.666.666.667,16.6,5.2,0,179,94111,190.200.932.940.889,NA,NA,NA,17.29,63.5,89.54,NA,31.96,NA,NA
2012-03-09,343.958.333.333.333,2.360.625,52,NA,203.229.166.666.667,10.5625,16.7,5,0,109,67501,161.479.089.198.679,NA,NA,NA,5.29,44.67,52.29,NA,29.17,NA,NA
2012-03-10,337.708.333.333.333,263.666.666.666.667,567.083.333.333.333,NA,210.375,1.064.375,17.8,4.3,0,41,27549,148.825.728.701.586,NA,NA,NA,05.08,43.08,50.54,NA,32.54,NA,NA
2012-03-11,340.208.333.333.333,2.521.875,62.25,NA,2.123.125,118.895.833.333.333,19.1,6,0,273,120725,226.133.775.108.718,NA,NA,NA,23.42,68.5,103.75,NA,46,NA,NA
2012-03-12,376.458.333.333.333,272.916.666.666.667,570.416.666.666.667,NA,214.5,125.520.833.333.333,19.9,7,0,200,110355,181.233.292.555.843,NA,NA,NA,43.64,84.36,150.77,NA,53.04,NA,NA
2012-03-13,255.625,247.395.833.333.333,67.625,NA,2.141.875,1.248.125,20,7.4,0,206,100140,205.712.003.195.526,NA,NA,NA,69.88,94.88,201.38,NA,52.38,NA,NA
2012-03-14,2.375,233.270.833.333.333,712.708.333.333.333,NA,213.479.166.666.667,128.854.166.666.667,20.6,7.1,0,198,106385,186.116.463.787.188,NA,NA,NA,38.33,74.79,133.12,NA,40,NA,NA
2012-03-15,1.8,221.770.833.333.333,851.666.666.666.667,NA,213.958.333.333.333,978.958.333.333.333,15,4.4,0,173,79993,216.268.923.530.809,NA,NA,NA,41.67,72.38,135.83,NA,36.96,NA,NA
2012-03-16,2.7875,213.25,69.875,NA,228.208.333.333.333,117.291.666.666.667,18.4,5.5,0,68,41168,165.176.836.377.769,NA,NA,NA,6.96,43.5,53.29,NA,28,NA,NA
2012-03-17,305.416.666.666.667,264.125,735.833.333.333.333,NA,220.875,114.270.833.333.333,17.8,6.1,0,31,18177,170.545.194.476.536,NA,NA,NA,3.25,22.08,26.21,NA,40.46,NA,NA
2012-03-18,346.041.666.666.667,258.604.166.666.667,57.375,NA,2.313.125,143.270.833.333.333,20.7,8.6,0,283,142294,198.884.000.730.881,NA,NA,NA,3.92,24.92,30.12,NA,16.38,NA,NA
2012-03-19,2.9,247.541.666.666.667,617.708.333.333.333,NA,228.145.833.333.333,115.895.833.333.333,16.1,7.9,0,243,115832,20.978.658.747.151,NA,NA,NA,4.88,26.67,33.46,NA,22.75,NA,NA
2012-03-20,542.708.333.333.333,167.854.166.666.667,614.791.666.666.667,NA,182.354.166.666.667,112.854.166.666.667,15.9,6.5,1.2,192,98587,194.751.843.549.352,NA,NA,NA,02.04,25.12,27.54,NA,31.96,NA,NA
2012-03-21,662.708.333.333.333,889.791.666.666.667,846.458.333.333.333,NA,206.666.666.666.667,129.041.666.666.667,13.8,10.7,22.4,189,95123,198.690.117.006.402,NA,NA,NA,10.71,43.83,59.5,NA,16,NA,NA
2012-03-22,219.583.333.333.333,263.583.333.333.333,86.375,NA,1.418.125,1.138.125,16.2,8.2,9.6,170,86770,195.920.248.933.963,NA,NA,NA,21.21,60.29,92.21,NA,25.12,NA,NA
2012-03-23,234.375,255.791.666.666.667,793.541.666.666.667,NA,233.791.666.666.667,114.520.833.333.333,16.6,7.4,0,79,44342,178.160.660.322.042,NA,NA,NA,22.33,54.58,88.08,NA,32.88,NA,NA
2012-03-24,241.666.666.666.667,2.435.625,76.625,NA,2.400.625,123.020.833.333.333,17.3,7.8,0,46,29645,155.169.505.818.856,NA,NA,NA,19.5,49.32,78.64,NA,37.05,NA,NA
2012-03-25,348.125,270.708.333.333.333,692.083.333.333.333,NA,247.625,139.333.333.333.333,20.2,9.6,0,209,106300,196.613.358.419.567,NA,NA,NA,14.38,57.92,79.33,NA,36.88,NA,NA
2012-03-26,303.125,212.875,703.125,NA,220.354.166.666.667,134.729.166.666.667,17.6,10.1,0,188,93460,201.155.574.577.359,NA,NA,NA,37.42,90.42,147.38,NA,48.36,NA,NA
2012-03-27,266.041.666.666.667,251.020.833.333.333,628.333.333.333.333,NA,2.329.375,139.541.666.666.667,19.8,9.1,0,190,93203,203.856.099.052.606,NA,NA,NA,35.71,97.29,151.5,NA,56.42,NA,NA
2012-03-28,288.125,255.479.166.666.667,576.458.333.333.333,NA,249.354.166.666.667,1.478.125,22.6,9.5,0,141,73425,192.032.686.414.709,NA,NA,NA,19.08,69.83,98.38,NA,42.54,NA,NA
2012-03-29,277.708.333.333.333,263.625,621.041.666.666.667,NA,253.979.166.666.667,139.416.666.666.667,20.9,8.1,0,159,78097,203.592.967.719.631,NA,NA,NA,26.08,64.42,103.83,NA,42.62,NA,NA
2012-03-30,324.583.333.333.333,2.640.625,580.208.333.333.333,NA,254.875,161.291.666.666.667,24.1,11.1,0,50,34904,143.250.057.300.023,NA,NA,NA,12.62,55.96,74.75,NA,37.29,NA,NA
2012-03-31,211.666.666.666.667,240.583.333.333.333,732.083.333.333.333,NA,251.5,145.125,20,9.9,0,44,26741,164.541.341.011.929,NA,NA,NA,27.38,58.75,100.21,NA,35.46,NA,NA
2012-04-01,240.625,2.543.125,687.291.666.666.667,NA,256.375,1.464.375,20.8,9.3,0,232,103578,223.985.788.487.903,NA,NA,NA,12.77,57.59,76.55,NA,29.92,NA,NA
2012-04-02,246.041.666.666.667,222.229.166.666.667,755.416.666.666.667,NA,235.645.833.333.333,135.625,19.1,8.8,0,170,95705,177.629.172.979.468,NA,NA,NA,10.29,58,73.08,NA,25.38,NA,NA
2012-04-03,1.8125,225.604.166.666.667,896.458.333.333.333,NA,737.708.333.333.333,136.645.833.333.333,16.2,11.4,7.1,170,92657,183.472.376.614.827,NA,NA,NA,6.62,44.92,53.62,NA,13.23,NA,NA
2012-04-04,237.916.666.666.667,147.854.166.666.667,896.875,NA,669.166.666.666.667,130.041.666.666.667,14.5,11.2,39.9,150,76118,197.062.455.660.947,NA,NA,NA,3.3,36.7,41.3,NA,14.7,NA,NA
2012-04-05,215.833.333.333.333,114.604.166.666.667,815.625,NA,827.083.333.333.333,132.541.666.666.667,14.7,11.5,2.9,47,27727,169.509.864.031.449,NA,NA,NA,6.78,34.44,44.39,NA,18.56,NA,NA
2012-04-06,263.541.666.666.667,276.708.333.333.333,816.875,NA,162.104.166.666.667,125.604.166.666.667,18.2,7.5,0,61,38064,16.025.641.025.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-07,3.6,2.786.875,63.5,NA,2.400.625,11.925,16.8,5.9,0,38,25346,149.925.037.481.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-08,360.833.333.333.333,209.291.666.666.667,659.791.666.666.667,NA,281.104.166.666.667,14.25,20.9,9.2,0,44,27177,161.901.607.977.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-04-09,237.083.333.333.333,248,776.875,NA,184.833.333.333.333,127.291.666.666.667,17.5,7.8,0,196,98830,198.320.348.072.448,NA,NA,NA,5.85,38.31,46.92,NA,26.75,NA,NA
2012-04-10,280.208.333.333.333,259.354.166.666.667,792.708.333.333.333,NA,136.25,1.303.125,18.6,8.4,0.1,146,80328,181.754.805.298.277,NA,NA,NA,3.67,21.12,26.17,NA,15.67,NA,NA
2012-04-11,345.416.666.666.667,287.166.666.666.667,557.291.666.666.667,NA,282.020.833.333.333,142.354.166.666.667,19.9,7.7,0,145,69109,209.813.483.048.518,NA,NA,NA,14.46,52.29,74.08,NA,21,NA,NA
2012-04-12,204.583.333.333.333,211.666.666.666.667,741.041.666.666.667,NA,78.625,131.520.833.333.333,16.1,9.1,0.3,164,84777,193.448.694.811.093,NA,NA,NA,4.54,30.58,36.92,NA,14.58,NA,NA
2012-04-13,311.041.666.666.667,245.458.333.333.333,710.625,NA,1.433.125,129.395.833.333.333,17.7,8.7,0,48,34827,137.824.101.989.835,NA,NA,NA,2.92,21.71,25.75,NA,10.75,NA,NA
2012-04-14,3.8125,2.745.625,640.625,NA,216.791.666.666.667,121.229.166.666.667,17.1,7.2,0,38,21811,174.224.015.405.071,NA,NA,NA,3.17,21.5,25.54,NA,11.79,NA,NA
2012-04-15,305.416.666.666.667,284.166.666.666.667,676.875,NA,2.021.875,116.604.166.666.667,18,8.9,2.5,210,91749,228.885.328.450.446,NA,NA,NA,3.96,26.46,31.88,NA,14.92,NA,NA
2012-04-16,305.416.666.666.667,254.354.166.666.667,54.5,NA,2.294.375,124.354.166.666.667,18.3,6.8,0,178,94096,189.168.508.757.014,NA,NA,NA,4.25,24.83,30.92,NA,21.17,NA,NA
2012-04-17,436.458.333.333.333,271,50,NA,305.5,11.9375,17.4,7,0,166,75835,21.889.628.799.367,NA,NA,NA,5.46,40.25,47.83,NA,24.08,NA,NA
2012-04-18,284.166.666.666.667,207.958.333.333.333,732.708.333.333.333,NA,140.208.333.333.333,128.291.666.666.667,17.3,9.6,0.1,170,89847,18.921.054.681.848,NA,NA,NA,3.71,26.96,31.92,NA,16,NA,NA
2012-04-19,428.958.333.333.333,225.291.666.666.667,620.833.333.333.333,NA,221.25,1.441.875,19.9,10.7,3.1,169,72619,232.721.464.079.649,NA,NA,NA,5.17,29.13,36.35,NA,18.83,NA,NA
2012-04-20,401.041.666.666.667,260.75,615.208.333.333.333,NA,287.979.166.666.667,144.729.166.666.667,20.7,8.4,0,66,38946,169.465.413.649.669,NA,NA,NA,2.75,30.12,33.79,NA,17.21,NA,NA
2012-04-21,361.875,2.439.375,700.833.333.333.333,NA,292.104.166.666.667,1.540.625,20.7,10.7,0.4,36,23143,155.554.595.342.004,NA,NA,NA,1.62,12.58,13.79,NA,18.12,NA,NA
2012-04-22,267.083.333.333.333,136.645.833.333.333,756.041.666.666.667,NA,192.625,140.166.666.666.667,16.6,12,0.1,200,91235,21.921.411.738.916,NA,NA,NA,3.42,23.25,27.83,NA,18.92,NA,NA
2012-04-23,437.291.666.666.667,209.166.666.666.667,794.166.666.666.667,NA,255.145.833.333.333,148.270.833.333.333,18.8,9.6,0,158,82846,190.715.303.092.485,NA,NA,NA,2.96,20.75,24.58,NA,18.91,NA,NA
2012-04-24,372.083.333.333.333,228.708.333.333.333,502.916.666.666.667,NA,303.979.166.666.667,147.770.833.333.333,20.8,8.2,0,168,82906,202.639.133.476.467,NA,NA,NA,6.67,36.38,45.83,NA,33.88,NA,NA
2012-04-25,332.291.666.666.667,237.854.166.666.667,82,NA,1.848.125,137.333.333.333.333,19.1,6.9,0,191,89239,214.031.981.532.738,NA,NA,NA,4.55,41.64,47.59,NA,37.83,NA,NA
2012-04-26,207.083.333.333.333,124.291.666.666.667,784.791.666.666.667,NA,301.583.333.333.333,1.699.375,21.6,12,0,155,73588,210.632.168.288.308,NA,NA,NA,5.42,49.12,56.58,NA,42.75,NA,NA
2012-04-27,342.083.333.333.333,118.5,762.708.333.333.333,NA,105.854.166.666.667,170.083.333.333.333,19.4,14.2,0,66,29314,225.148.393.259.194,NA,NA,NA,1.88,23.75,25,NA,56.62,NA,NA
2012-04-28,501.666.666.666.667,122.75,800.208.333.333.333,NA,1.305.625,169.854.166.666.667,19.3,13.7,9.3,33,17967,18.367.006.177.993,NA,NA,NA,02.08,17.29,18.75,NA,11.96,NA,NA
2012-04-29,2.6875,197.458.333.333.333,722.916.666.666.667,NA,323.729.166.666.667,146.645.833.333.333,18.5,9.7,0,133,62706,212.100.915.382.898,NA,NA,NA,2.54,21.04,24.12,NA,14.5,NA,NA
2012-04-30,4.925,217.25,759.583.333.333.333,NA,290.375,140.875,17.7,10.2,14.2,51,26229,194.441.267.299.554,NA,NA,NA,2.21,22.21,24.62,NA,15,NA,NA
2012-05-01,253.541.666.666.667,245.270.833.333.333,75.25,NA,326,139.645.833.333.333,19.6,8.7,0,184,81277,226.386.308.549.774,NA,NA,NA,7.96,33.29,44.54,NA,20.25,NA,NA
2012-05-02,380.625,2.511.875,764.583.333.333.333,NA,3.291.875,143.791.666.666.667,21.4,9,0,162,75006,215.982.721.382.289,NA,NA,NA,4.62,32.46,38.5,NA,23.17,NA,NA
2012-05-03,430.208.333.333.333,251.520.833.333.333,791.458.333.333.333,NA,3.273.125,144.166.666.666.667,19.5,9.1,0,150,86230,173.953.380.494.028,NA,NA,NA,4.21,38.42,43.29,NA,29.46,NA,NA
2012-05-04,274.583.333.333.333,251,831.458.333.333.333,NA,221.25,151.666.666.666.667,20,9.9,0,64,39375,162.539.682.539.683,NA,NA,NA,10.75,36.79,52.71,NA,23.88,NA,NA
2012-05-05,444.791.666.666.667,254,705.625,NA,316.25,16.575,22.5,11.2,0,30,18898,158.746.957.349.984,NA,NA,NA,2.42,27.08,29.29,NA,17.46,NA,NA
2012-05-06,276.458.333.333.333,214.854.166.666.667,752.708.333.333.333,NA,274,153.645.833.333.333,19.5,10.9,0.5,193,95720,201.629.753.447.555,NA,NA,NA,10.46,36.25,51.21,NA,19.5,NA,NA
2012-05-07,318.125,254,726.041.666.666.667,NA,315.166.666.666.667,1.631.875,21.5,10.2,0.3,144,78001,184.613.017.781.823,NA,NA,NA,8.21,36.58,47.46,NA,30.88,NA,NA
2012-05-08,360.208.333.333.333,2.268.125,771.041.666.666.667,NA,2.463.125,172.645.833.333.333,23.2,10.6,0,154,80397,191.549.435.924.226,NA,NA,NA,6.21,35.29,42.83,NA,39.96,NA,NA
2012-05-09,244.791.666.666.667,157,830.208.333.333.333,NA,320.791.666.666.667,170.395.833.333.333,20.9,12.9,0,138,65276,211.410.012.868.436,NA,NA,NA,16.38,62.95,87.48,NA,31.21,NA,NA
2012-05-10,2.7,248.5,640.208.333.333.333,NA,332.979.166.666.667,190.395.833.333.333,25.3,13.2,0,119,61204,194.431.736.487.811,NA,NA,NA,18.71,58.54,87.08,NA,34.25,NA,NA
2012-05-11,4.3125,248.479.166.666.667,538.958.333.333.333,NA,336.083.333.333.333,2.015.625,26.1,14.3,0,65,38502,168.822.398.836.424,NA,NA,NA,10.92,47.29,63.04,NA,32.62,NA,NA
2012-05-12,269.583.333.333.333,214.479.166.666.667,672.083.333.333.333,NA,3.014.375,203.854.166.666.667,26.2,14.2,0,32,21556,148.450.547.411.394,NA,NA,NA,3.25,31,34.46,NA,29.08,NA,NA
2012-05-13,250.833.333.333.333,143.291.666.666.667,785.625,NA,287.916.666.666.667,192.270.833.333.333,22.3,16.1,0.3,184,85155,216.076.566.261.523,NA,NA,NA,4.12,23.92,28.88,NA,24.5,NA,NA
2012-05-14,396.458.333.333.333,227.270.833.333.333,70.25,NA,331.604.166.666.667,186.333.333.333.333,21.8,14,0,149,64968,229.343.676.887.083,NA,NA,NA,3.42,24.29,28.25,NA,28.17,NA,NA
2012-05-15,293.541.666.666.667,186.354.166.666.667,672.083.333.333.333,NA,3.309.375,1.906.875,23.3,14.6,0,135,66210,203.896.692.342.546,NA,NA,NA,4,21.5,26.54,NA,28.25,NA,NA
2012-05-16,3,2.269.375,68.875,NA,197.916.666.666.667,162.458.333.333.333,19.8,11.3,0.6,140,65260,214.526.509.347.226,NA,NA,NA,3.96,25.88,30.96,NA,33.29,NA,NA
2012-05-17,237.708.333.333.333,258.833.333.333.333,818.333.333.333.333,NA,164.708.333.333.333,156.166.666.666.667,20.7,11.3,0,166,86200,192.575.406.032.483,NA,NA,NA,2.46,23.5,25.42,NA,28.88,NA,NA
2012-05-18,3.875,106.020.833.333.333,813.541.666.666.667,NA,179.458.333.333.333,169.333.333.333.333,19.7,13,0,63,40386,155.994.651.611.945,NA,NA,NA,1.75,18.54,19.12,NA,33.92,NA,NA
2012-05-19,2.8125,129.291.666.666.667,769.375,NA,1.816.875,176.604.166.666.667,21.4,14.7,0,34,21656,157.000.369.412.634,NA,NA,NA,2.88,24.83,26.88,NA,16.83,NA,NA
2012-05-20,235.208.333.333.333,2.318.125,836.666.666.666.667,NA,228.291.666.666.667,16.15,21.4,11.9,22.7,212,94909,2.233.718.614.673,NA,NA,NA,3.54,16.46,20.33,NA,14.17,NA,NA
2012-05-21,408.541.666.666.667,3.093.125,60.25,NA,150.541.666.666.667,15.45,20.6,11.1,0,159,70086,22.686.413.834.432,NA,NA,NA,4.71,27.43,33.86,NA,17.5,NA,NA
2012-05-22,317.708.333.333.333,268,578.333.333.333.333,NA,224.104.166.666.667,185.125,25.3,12.9,0,145,72846,199.050.050.792.082,NA,NA,NA,5.12,36.88,43.42,NA,21.62,NA,NA
2012-05-23,320.208.333.333.333,249,621.666.666.666.667,NA,339.229.166.666.667,194.020.833.333.333,25.9,12.7,0,141,67013,210.406.935.967.648,NA,NA,NA,17.38,49.25,75.08,NA,29.42,NA,NA
2012-05-24,344.375,2.460.625,640.625,NA,3.408.125,190.666.666.666.667,24.9,12.3,0,133,51914,256.192.934.468.544,NA,NA,NA,12.17,54.21,71.33,NA,37.39,NA,NA
2012-05-25,432.291.666.666.667,247.520.833.333.333,608.958.333.333.333,NA,345.520.833.333.333,206.541.666.666.667,26.4,15,0,70,43455,161.086.181.106.892,NA,NA,NA,4.17,31.08,34.58,NA,27.33,NA,NA
2012-05-26,273.125,232.583.333.333.333,79.5,NA,2.629.375,1.916.875,24.2,13.8,0,59,36608,161.166.958.041.958,NA,NA,NA,3.54,29.33,31.62,NA,22.46,NA,NA
2012-05-27,2.2875,192.375,730.625,NA,336.083.333.333.333,202.458.333.333.333,25,14.8,0,57,37255,152.999.597.369.481,NA,NA,NA,2.92,31.33,33,NA,24.42,NA,NA
