date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,no,no2,nox,o3,pm10,so2
2012-01-29,186.041.666.666.667,2.900.625,692.291.666.666.667,987.270.833.333.333,991.041.666.666.667,489.166.666.666.667,10.3,0.8,0,5,2087,239.578.342.117.873,18.46,36.79,65.42,14.92,23.5,4.87
2012-01-30,171.041.666.666.667,271.729.166.666.667,40.125,990.575,144.958.333.333.333,595.416.666.666.667,11.1,1.7,0,57,20444,278.810.408.921.933,50.96,58.65,139.43,14.54,41.3,13.62
2012-01-31,173.125,256.145.833.333.333,551.666.666.666.667,986.764.583.333.333,764.791.666.666.667,5.975,10.3,2.8,0,48,21819,219.991.750.309.363,55.83,60.08,146.29,10.71,47.21,10.74
2012-02-01,895.833.333.333.333,1.580.625,924.791.666.666.667,982.235.416.666.667,12.4375,436.666.666.666.667,6,2.2,9.8,24,10341,232.085.871.772.556,91.71,68,208.67,4.88,42.38,7.17
2012-02-02,143.958.333.333.333,294.375,823.125,981.279.166.666.667,401.041.666.666.667,103.333.333.333.333,1.9,-0.1,0.9,31,14154,219.019.358.485.234,23.25,47.79,88.42,17.42,24.79,4
2012-02-03,271.458.333.333.333,319.875,523.125,986.660.416.666.667,1.458.125,-21.875,3.6,-3,0,31,9794,316.520.318.562.385,18.75,42.83,71.92,30.79,34,4.96
2012-02-04,3.075,292.229.166.666.667,27.5,991.708.333.333.333,157.854.166.666.667,59.375,5.8,-2.3,0,5,4086,122.369.065.100.343,8.57,31.22,44.48,53.33,19.29,5.96
2012-02-05,190.833.333.333.333,228.645.833.333.333,500.625,991.754.166.666.666,556.458.333.333.333,152.916.666.666.667,5.8,-1.1,0,2,1426,140.252.454.417.952,16.79,58.67,86.21,19.12,29.17,10.43
2012-02-06,1.5875,244,450.833.333.333.333,989.152.083.333.333,158.708.333.333.333,496.041.666.666.667,13.1,-2.1,0,55,25282,217.546.080.215.173,46.45,60.65,132.9,9.57,31.92,10.25
2012-02-07,314.791.666.666.667,269.416.666.666.667,184.583.333.333.333,984.475,163.979.166.666.667,5.75,11.4,2.4,0,46,20877,220.338.171.193.179,19.25,37.67,66.62,45.92,21.5,4.35
2012-02-08,215.416.666.666.667,328.895.833.333.333,231.875,990.783.333.333.333,114.145.833.333.333,2.5875,6,-0.7,0,54,19728,273.722.627.737.226,25.42,59.46,98.71,24.33,31.67,7.43
2012-02-09,271.666.666.666.667,313.166.666.666.667,453.333.333.333.333,993.672.916.666.667,159.020.833.333.333,368.541.666.666.667,9.4,-1.2,0,47,22831,205.860.452.892.996,16.75,44.33,72.67,28,30.79,5.3
2012-02-10,205.833.333.333.333,240.229.166.666.667,479.791.666.666.667,988.058.333.333.333,162.333.333.333.333,549.375,12.3,1.5,0,33,15527,21.253.300.702.003,24.42,47.12,85.38,29.33,40.54,7.26
2012-02-11,327.916.666.666.667,254.333.333.333.333,336.875,987.066.666.666.667,173.791.666.666.667,370.208.333.333.333,8.5,-0.6,0,11,6198,177.476.605.356.567,10.62,36.04,52.54,42.75,28.71,4.13
2012-02-12,1.9,251.583.333.333.333,532.916.666.666.667,989.185.416.666.667,170.041.666.666.667,161.041.666.666.667,7.1,-1.5,0,9,4748,18.955.349.620.893,6.52,36.26,48.7,42.21,25.54,5.61
2012-02-13,195.625,277.458.333.333.333,347.708.333.333.333,990.133.333.333.333,169.125,354.583.333.333.333,9.6,-2.1,0,67,24858,26.953.093.571.486,44.96,63.25,134.21,23,47.23,7.91
2012-02-14,136.458.333.333.333,232.083.333.333.333,564.375,987.097.916.666.667,114.416.666.666.667,529.583.333.333.333,11.9,0.6,0,89,33482,265.814.467.475.061,37.33,56,113.54,22.25,46.17,10.74
2012-02-15,211.875,304.770.833.333.333,510.416.666.666.667,990.702.083.333.333,1.743.125,659.583.333.333.333,13.2,1.7,0,44,20809,211.446.970.061.031,40.54,52.33,119.67,21.54,40.54,9.83
2012-02-16,166.666.666.666.667,287.291.666.666.667,505.625,98.945.625,1.759.375,925.208.333.333.333,16.2,3.9,0,58,23471,247.113.459.162.371,41.04,60.08,123.5,18.5,44.5,7.3
2012-02-17,137.291.666.666.667,193.520.833.333.333,763.541.666.666.667,993.283.333.333.334,817.916.666.666.667,819.583.333.333.334,11.9,4.9,0,48,21335,224.982.423.248.184,31.96,54.46,103.92,18.08,40.42,7.43
2012-02-18,185.208.333.333.333,247.416.666.666.667,720.416.666.666.667,990.577.083.333.334,170.208.333.333.333,831.666.666.666.667,14.7,4.3,0,8,5045,158.572.844.400.396,24.71,43.92,81.54,23.92,40.21,4.58
2012-02-19,115.625,227.375,819.166.666.666.667,990.637.499.999.999,77.75,7.275,12.3,3.4,0.2,2,950,210.526.315.789.474,13.75,41.29,61.88,19.54,43.96,8.88
2012-02-20,165.416.666.666.667,275.958.333.333.333,503.333.333.333.333,993.541.666.666.667,187.333.333.333.333,7.75,13.7,4.7,0,94,41326,227.459.710.593.815,23.38,49.42,85.67,24.54,33.71,4.33
2012-02-21,141.458.333.333.333,228.270.833.333.333,58.25,9.965.125,181.958.333.333.333,652.291.666.666.667,14,0.6,0,56,22810,245.506.356.861.026,35.62,57.08,117.17,23.42,48.75,07.04
2012-02-22,1.2375,2.249.375,316.875,99.529.375,1.883.125,10.125,17.3,4.6,0,61,26291,232.018.561.484.919,42.42,68.12,133.33,17.5,67,6.83
2012-02-23,149.166.666.666.667,2.618.125,219.375,99.556.875,193.208.333.333.333,12.9,20.7,5.7,0,30,15302,196.052.803.555.091,44.95,75.09,144.14,18.17,63.79,6.61
2012-02-24,1.5375,2.371.875,314.166.666.666.667,996,183.354.166.666.667,130.416.666.666.667,20.4,7.6,0,35,15557,224.979.109.082.728,36,74.54,130.21,17.42,63.29,7.67
2012-02-25,143.125,221.708.333.333.333,395.208.333.333.333,991.247.916.666.667,180.354.166.666.667,13.25,20.1,7.2,0,6,3132,191.570.881.226.054,27.54,68.04,114.5,22.83,54.12,10.25
2012-02-26,115.833.333.333.333,2.038.125,530.416.666.666.667,986.822.916.666.667,1.918.125,146.666.666.666.667,23.2,9.5,0,7,3550,197.183.098.591.549,7.62,53.25,65.96,30.08,55.29,9.5
2012-02-27,1.8375,260.020.833.333.333,751.875,992.316.666.666.667,164.208.333.333.333,113.083.333.333.333,17.5,8.5,0,70,29478,237.465.228.305.855,37.46,54.04,111.58,22.83,49.61,5.54
2012-02-28,1.55,213.458.333.333.333,812.708.333.333.333,99.315.625,181.229.166.666.667,100.333.333.333.333,17.2,5.3,0,43,17644,243.708.909.544.321,31.5,44.21,95.46,25.29,44.33,5.5
2012-02-29,139.791.666.666.667,237.604.166.666.667,602.291.666.666.667,991.639.583.333.333,197.479.166.666.667,124.479.166.666.667,20.3,6.1,0,43,18256,235.539.000.876.424,35.38,61.75,116.29,20.33,51.54,5.25
2012-03-01,158.541.666.666.667,225.75,55.875,99.278.125,1.985.625,1.331.875,20.9,7.9,0,36,15040,23.936.170.212.766,26.46,56.81,116.5,21.62,55.54,3.52
2012-03-02,1.8375,2.770.625,729.583.333.333.333,99.514.375,2.103.125,115.020.833.333.333,16.5,7.2,0,38,17350,219.020.172.910.663,22.38,37.9,90.04,39.5,41.58,2.67
2012-03-03,209.166.666.666.667,235.125,731.875,9.946.625,154.395.833.333.333,121.458.333.333.333,17.6,9.1,0,3,1647,182.149.362.477.231,8.48,38.62,60.71,36.38,38.96,3.46
2012-03-04,2.025,273,575.625,991.052.083.333.333,143.166.666.666.667,1.365.625,19.5,10.5,0,NA,NA,NA,7.15,31.12,55.58,31.12,35.67,4.58
2012-03-05,237.083.333.333.333,258.625,509.791.666.666.667,992.010.416.666.667,222.25,107.479.166.666.667,16.3,7,0,52,24709,210.449.633.736.695,4.58,23.44,38.54,51.54,21.79,2.5
2012-03-06,1.7375,246.333.333.333.333,438.125,991.039.583.333.333,196.020.833.333.333,923.125,15.4,4.9,0,42,18938,221.776.322.737.353,18.37,43.8,83.91,31.2,32.88,6.66
2012-03-07,173.541.666.666.667,259.708.333.333.333,523.958.333.333.333,99.483.125,218.020.833.333.333,968.541.666.666.667,17.5,4.4,0,33,14516,227.335.354.092.036,17.67,42.44,82.83,36.54,33.5,03.02
2012-03-08,213.333.333.333.333,241.229.166.666.667,563.541.666.666.667,992.489.583.333.333,217.479.166.666.667,985.625,16.7,5.7,0,20,8479,235.876.872.272.674,25.46,47.25,101.62,33.42,45.75,7.67
2012-03-09,178.958.333.333.333,221.395.833.333.333,50.375,998.760.416.666.666,196.645.833.333.333,940.416.666.666.667,16.3,5.4,0,27,12289,219.708.682.561.641,17.4,42.04,86.38,34.96,38.54,3.12
2012-03-10,179.791.666.666.667,270.333.333.333.333,479.583.333.333.333,9.987.625,228.333.333.333.333,10.825,18.2,5.6,0,7,3488,200.688.073.394.495,7.52,40.04,61.96,45.29,41.29,5.21
2012-03-11,144.791.666.666.667,273.020.833.333.333,459.166.666.666.667,993.377.083.333.333,229.291.666.666.667,133.895.833.333.333,20.8,7.1,0,1,246,40.650.406.504.065,3.58,34.48,42.33,39.88,38.88,5.85
2012-03-12,163.958.333.333.333,250.854.166.666.667,480.416.666.666.667,993.472.916.666.667,228.916.666.666.667,137.916.666.666.667,21.5,8.2,0,48,20354,235.825.881.890.537,20.15,46.04,96.79,31.58,53.87,5.15
2012-03-13,164.375,205.458.333.333.333,49.75,993.7,229.145.833.333.333,151.375,23.2,9.8,0,25,9504,263.047.138.047.138,21.48,55.54,101.21,30.92,59.88,5.35
2012-03-14,1.4375,2.111.875,507.916.666.666.667,995.320.833.333.333,228.729.166.666.667,145.520.833.333.333,22.2,9.3,0,35,16675,209.895.052.473.763,30.48,70.38,134.58,28.04,66.54,4.62
2012-03-15,1.0125,202.229.166.666.667,59.875,997.066.666.666.667,230.791.666.666.667,12.65,21,7.6,0,38,17528,216.795.983.569.147,24.62,59.85,115.83,32.62,56.33,3.15
2012-03-16,161.666.666.666.667,2.128.125,519.791.666.666.667,99.555.625,244.25,125.895.833.333.333,21.9,6.6,0,20,8123,246.214.452.788.379,21.8,50.6,103.67,25.9,46.96,3.49
2012-03-17,124.375,206.854.166.666.667,679.583.333.333.333,991.633.333.333.333,235.541.666.666.667,123.270.833.333.333,21.2,6.4,0,2,316,632.911.392.405.063,7.52,35.79,56.46,49.38,39.62,5.19
2012-03-18,229.791.666.666.667,276.020.833.333.333,555.625,990.610.416.666.666,247.125,128.583.333.333.333,18.3,7.2,0,1,852,117.370.892.018.779,2.48,17.79,30.75,53.75,34.29,1.83
2012-03-19,221.458.333.333.333,219.041.666.666.667,60.25,997.160.416.666.667,200.833.333.333.333,992.708.333.333.333,15.8,6.1,0.1,30,13668,219.490.781.387.182,3.42,18.52,27.92,63.62,18.67,1.5
2012-03-20,2.0125,144.458.333.333.333,598.125,997.210.416.666.667,209.166.666.666.667,102.270.833.333.333,16.6,4.7,2.5,30,10692,280.583.613.916.947,13.83,27.9,58.79,42.38,25,2.65
2012-03-21,2.6375,119.208.333.333.333,935.208.333.333.333,993.129.166.666.667,119.166.666.666.667,10.425,11.7,7,49.5,22,8707,252.670.265.303.779,3.42,26.71,43.17,53.33,27.75,1.94
2012-03-22,147.708.333.333.333,233.291.666.666.667,884.583.333.333.333,99.268.125,106.333.333.333.333,990.208.333.333.334,14.1,7.1,18.9,12,5644,212.615.166.548.547,8.17,40.77,63.12,39.21,19.42,02.02
2012-03-23,153.541.666.666.667,221.979.166.666.667,759.375,993.177.083.333.333,249.625,1.093.125,17.2,5.3,0,17,9230,184.182.015.167.931,15.1,34.88,69.92,35.33,26.79,2.44
2012-03-24,148.125,210.666.666.666.667,67.75,99.306.875,255.479.166.666.667,126.666.666.666.667,19.2,6.5,0,7,4082,171.484.566.389.025,12.25,32.1,63.12,39.04,36.62,3.88
2012-03-25,170.416.666.666.667,240.375,529.375,993.760.416.666.667,260.395.833.333.333,154.083.333.333.333,23.1,9.5,0,5,2257,221.533.008.418.254,5.36,30.89,44.59,43.18,37.27,4.33
2012-03-26,185.833.333.333.333,211.666.666.666.667,575.208.333.333.333,995.335.416.666.667,243.958.333.333.333,1.380.625,18.6,9.7,0,41,17199,238.385.952.671.667,16.55,44.8,94.08,41.79,57.96,04.05
2012-03-27,166.458.333.333.333,212.020.833.333.333,529.583.333.333.333,996.045.833.333.333,246.770.833.333.333,1.444.375,21.1,8.7,0,22,8369,262.874.895.447.485,21.12,45.73,96.25,49.62,55.5,5.62
2012-03-28,154.375,205.625,419.583.333.333.333,9.943.375,265.791.666.666.667,160.270.833.333.333,23.1,11.3,0,23,8739,263.188.007.781.211,18.96,53.69,96.67,46.92,57.12,6.1
2012-03-29,154.791.666.666.667,225.145.833.333.333,41.125,989.65,265.583.333.333.333,16,23.5,8.9,0,8,3006,266.134.397.870.925,5.69,39.96,57.46,55.58,40.62,5.62
2012-03-30,1.4875,243.229.166.666.667,398.541.666.666.667,983.364.583.333.333,270.625,1.878.125,26.8,13.5,0,28,12644,221.448.908.573.236,20.77,63.42,108.42,43.12,58,4.83
2012-03-31,1.8,223.229.166.666.667,468.541.666.666.667,980.025,2.649.375,170.541.666.666.667,22.8,10.6,0,2,1351,148.038.490.007.402,7.79,38.98,64.54,47.96,44.46,5.42
2012-04-01,186.458.333.333.333,215.833.333.333.333,490.208.333.333.333,978.158.333.333.333,269.729.166.666.667,1.671.875,23.1,10.7,0,NA,NA,NA,4.69,37.06,52.21,50.92,35.46,4.62
2012-04-02,165.208.333.333.333,199.270.833.333.333,675.416.666.666.667,978.325,240.895.833.333.333,137.375,20.2,9.6,0,19,9461,200.824.437.163.091,20.28,37.94,83.48,42.09,38.88,2.88
2012-04-03,616.666.666.666.667,130.979.166.666.667,940.833.333.333.333,976.747.916.666.667,456.875,123.145.833.333.333,13.8,11.1,7.7,22,8095,271.772.699.197.035,29.96,54.56,125.38,15.04,37.58,1.83
2012-04-04,131.666.666.666.667,1.580.625,956.666.666.666.667,97.664.375,457.916.666.666.667,110.458.333.333.333,12.2,9.3,34.4,21,10399,201.942.494.470.622,7.44,41.44,63.47,30.41,18.76,1.27
2012-04-05,822.916.666.666.667,149.541.666.666.667,910.833.333.333.333,9.782.375,761.666.666.666.667,113.645.833.333.333,13.3,10.3,4,25,10945,228.414.801.279.123,6.71,33.92,53.04,30.04,20.54,1
2012-04-06,210.625,253.375,77.625,978.172.916.666.667,158.041.666.666.667,1.151.875,16.7,8.6,0,6,3147,190.657.769.304.099,3.5,15,26.54,49.54,17.62,1.92
2012-04-07,300.416.666.666.667,299.75,554.166.666.666.667,978.575,258.083.333.333.333,1.144.375,15.7,7.1,0,7,3589,195.040.401.225.968,1.77,9.52,14.21,70.33,10.92,1.79
2012-04-08,189.166.666.666.667,296.479.166.666.667,599.166.666.666.667,981.777.083.333.333,2.979.375,135.375,20.8,8.8,0,2,2028,986.193.293.885.602,1.25,12.23,15.88,69.25,16.25,2.25
2012-04-09,180.416.666.666.667,2.270.625,741.041.666.666.667,982.25,160.041.666.666.667,119.979.166.666.667,16,8.4,0,NA,NA,NA,03.03,21.94,31.42,52.62,16.96,2.79
2012-04-10,203.333.333.333.333,2.193.125,759.791.666.666.667,973.866.666.666.667,1.589.375,12.65,19.6,8.3,0.3,31,13387,231.567.939.045.342,26.38,43.76,103.08,33.92,36.17,2.85
2012-04-11,325.625,300.875,513.541.666.666.667,976.658.333.333.333,2.811.875,129.729.166.666.667,18,8.5,0,16,6949,230.248.956.684.415,3.98,13.21,25.08,69.92,15.83,1.44
2012-04-12,115.833.333.333.333,1.928.125,702.916.666.666.667,974.058.333.333.333,858.125,124.583.333.333.333,14.6,9.6,1.1,21,9760,21.516.393.442.623,30.29,59.21,127.04,19.5,32.62,3.54
2012-04-13,178.541.666.666.667,277.354.166.666.667,736.666.666.666.667,972.589.583.333.333,153.458.333.333.333,113.145.833.333.333,16.6,8.2,1,23,10625,216.470.588.235.294,4.88,25.44,42.17,44.46,15.58,1.46
2012-04-14,238.333.333.333.333,266.020.833.333.333,652.708.333.333.333,97.108.125,180.416.666.666.667,102.395.833.333.333,15.4,7,0.6,10,7230,138.312.586.445.367,2.65,18.04,25.25,57.67,12.38,1.33
2012-04-15,2.1625,2.603.125,680.208.333.333.333,973.710.416.666.666,198.5,991.875,16.5,7.6,2.4,4,1968,203.252.032.520.325,2.4,17.1,29.29,54.17,13.83,1.31
2012-04-16,3.4,283.770.833.333.333,466.041.666.666.667,980.535.416.666.667,225.416.666.666.667,1.116.875,16.8,7.4,0,32,14807,216.114.000.135.071,2.85,18.1,28.75,69.67,16.5,1.25
2012-04-17,299.375,3.008.125,453.125,982.114.583.333.333,322.145.833.333.333,109.958.333.333.333,18,5.5,0,19,8229,230.890.752.217.766,04.06,22.98,39.75,67.21,23.88,1.35
2012-04-18,234.583.333.333.333,220.375,649.791.666.666.667,973.552.083.333.333,136.25,12.125,17.1,8.2,0.1,28,9018,310.490.130.849.412,11.44,38.92,69.29,48.38,29.79,2.94
2012-04-19,341.458.333.333.333,297.25,517.708.333.333.333,968.933.333.333.333,234.979.166.666.667,132.958.333.333.333,19,8.1,0.7,16,6283,254.655.419.385.644,2.52,14.75,20.33,74.71,12.62,1.98
2012-04-20,3.125,297,508.125,975.514.583.333.333,2.766.875,139.041.666.666.667,19.6,8.1,0,16,5961,268.411.340.379.131,2.21,14.52,21.5,70,16.38,1.85
2012-04-21,182.291.666.666.667,2.443.125,667.291.666.666.667,981.114.583.333.333,283.770.833.333.333,147.354.166.666.667,21.4,9.1,1.7,4,2470,161.943.319.838.057,6.9,25.79,44,54.75,24.21,4.58
2012-04-22,271.458.333.333.333,167.583.333.333.333,810.208.333.333.333,98.486.875,150.229.166.666.667,121.354.166.666.667,15,10.6,0.1,8,4605,173.724.212.812.161,1.17,8.9,10.38,75.83,18.04,1.33
2012-04-23,222.708.333.333.333,238.395.833.333.333,776.875,98.058.125,2.191.875,13.375,17.2,9.9,0.2,30,10558,284.144.724.379.617,3.13,8.91,21.17,73.88,15.71,1.44
2012-04-24,353.333.333.333.333,278.75,453.958.333.333.333,97.955.625,323.083.333.333.333,1.364.375,18.4,9.6,0,19,8184,232.160.312.805.474,1.95,14.32,20.14,79.73,18.35,1.76
2012-04-25,297.708.333.333.333,205.520.833.333.333,729.791.666.666.667,97.905.625,264.458.333.333.333,1.453.125,19.1,10.9,0,18,7661,234.956.272.027.151,29.23,38.69,98.62,51,41.62,4.52
2012-04-26,1.625,141.208.333.333.333,731.666.666.666.667,980,300.645.833.333.333,171.104.166.666.667,24.5,13,0,21,8168,257.100.881.488.737,3.62,33.64,45.29,62.33,42.83,2.18
2012-04-27,176.041.666.666.667,202.916.666.666.667,728.958.333.333.333,98.130.625,957.083.333.333.333,162.479.166.666.667,19.9,12.9,0,10,5546,180.310.133.429.499,6.73,47.05,74.54,42,48,1.38
2012-04-28,322.916.666.666.667,167.5,836.458.333.333.333,976.110.416.666.667,969.166.666.666.667,1.534.375,17.6,11.6,9.9,4,1020,392.156.862.745.098,1.25,17.79,21.83,72.58,48.08,1.21
2012-04-29,2.7125,243.541.666.666.667,627.083.333.333.333,981.683.333.333.333,333,138.583.333.333.333,19.2,9.7,0,4,1891,211.528.291.909.043,1.5,7.38,9.38,83.42,10.54,1.15
2012-04-30,2.85,229.729.166.666.667,751.875,9.816.625,239.020.833.333.333,126.083.333.333.333,16.9,9.6,19.5,23,8319,276.475.537.925.231,2.25,8.35,14.54,85.12,12.46,01.02
2012-05-01,211.875,219.625,70.125,985.835.416.666.667,327.625,131.104.166.666.667,19.6,7.1,0,6,4588,13.077.593.722.755,02.06,14.69,21.38,62.33,16.75,1.12
2012-05-02,187.708.333.333.333,243.083.333.333.333,620.208.333.333.333,9.866.125,347.625,142.791.666.666.667,22.2,8.3,0,34,14224,239.032.620.922.385,13.63,20.83,42.1,62.9,21.25,01.09
2012-05-03,177.083.333.333.333,2.645.625,709.583.333.333.333,983.089.583.333.333,342.875,154.645.833.333.333,22.1,10.3,0,25,13635,183.351.668.500.183,13.39,28.05,64.21,54.88,31.04,1.62
2012-05-04,182.708.333.333.333,232.416.666.666.667,752.708.333.333.333,9.785.875,205.583.333.333.333,156.229.166.666.667,22.4,11.6,0,15,4736,316.722.972.972.973,13.85,43.79,81.12,42.04,35.79,03.06
2012-05-05,234.375,261.958.333.333.333,597.708.333.333.333,978.410.416.666.667,310.270.833.333.333,166.125,22.5,11.7,0,2,1224,163.398.692.810.458,9.5,22.88,43,51.67,21.79,1.65
2012-05-06,223.333.333.333.333,1.891.875,705.833.333.333.333,9.830.125,267.166.666.666.667,145.666.666.666.667,18.7,10.6,0,7,2724,25.697.503.671.072,2.12,15.75,20.04,61.04,17.58,1.27
2012-05-07,212.291.666.666.667,203.458.333.333.333,645.416.666.666.667,9.880.625,279.541.666.666.667,16.55,22.3,9.9,0,36,12652,284.539.993.676.889,12.77,28.69,61.5,49.33,24.46,1.48
2012-05-08,196.875,258.270.833.333.333,570.208.333.333.333,986.470.833.333.333,254.208.333.333.333,19.525,26.5,13.1,0,20,10644,187.899.285.982.713,22.56,37.71,82.88,47.04,37.71,2.73
2012-05-09,1.5125,208.020.833.333.333,701.458.333.333.333,989.179.166.666.667,336.895.833.333.333,1.861.875,25.1,13.4,0,25,10323,2.421.776.615.325,10.71,38.73,61.67,51.58,44.86,1.85
2012-05-10,163.333.333.333.333,2.426.875,373.125,993.116.666.666.667,345.625,209.791.666.666.667,29.1,13.3,0,14,9142,153.139.356.814.701,12.92,33.27,63.62,57.33,41.29,1.75
2012-05-11,269.583.333.333.333,278.875,380.208.333.333.333,9.944.875,351.5,2.259.375,27.6,17.7,0,22,10144,216.876.971.608.833,14.27,37.84,71.09,47.09,37.38,2.29
2012-05-12,2.0625,205.375,467.708.333.333.333,993.108.333.333.333,3.163.125,243.916.666.666.667,33.8,19.7,0,3,780,384.615.384.615.385,10.42,46.52,71.12,51.42,37.88,6.79
2012-05-13,253.125,180.729.166.666.667,763.958.333.333.333,989.2,280.791.666.666.667,18.675,22,16.3,0.5,3,801,374.531.835.205.992,1.73,20.12,25,58.25,26.71,1.21
2012-05-14,185.833.333.333.333,255.270.833.333.333,619.166.666.666.667,986.297.916.666.667,350.541.666.666.667,183.979.166.666.667,23.4,15.1,0,27,9232,292.461.005.199.307,2.71,13.27,20.33,77.58,22.12,01.02
2012-05-15,225.625,205.583.333.333.333,631.875,986.639.583.333.334,344.145.833.333.333,183.145.833.333.333,24.6,14.4,0,15,6094,246.143.747.948.802,3.35,17.88,29.54,85.5,31.71,1.27
2012-05-16,176.458.333.333.333,2.159.375,664.583.333.333.333,9.908.625,176.229.166.666.667,150.791.666.666.667,19.5,12.5,0,18,7668,234.741.784.037.559,3.67,17.19,31.67,76.25,29.65,1.14
2012-05-17,125.416.666.666.667,207.25,83,986.622.916.666.667,115.104.166.666.667,1.455.625,19.3,11,0.6,26,9339,278.402.398.543.741,16,30.81,64.96,55.54,34.29,1
2012-05-18,241.458.333.333.333,133.291.666.666.667,788.958.333.333.333,981.341.666.666.667,205.625,159.625,20.2,13.4,0,14,7219,193.932.677.656.185,6.1,27.83,46.17,65.08,35.38,1.21
2012-05-19,120.208.333.333.333,146.958.333.333.333,768.333.333.333.333,977.822.916.666.667,134.541.666.666.667,161.020.833.333.333,20.3,12.5,0,4,2638,151.630.022.744.503,1.87,22.19,31.29,87.21,35.17,1.73
2012-05-20,148.125,2.340.625,833.125,97.475.625,156.333.333.333.333,142.479.166.666.667,19.1,10,13.5,NA,NA,NA,1.62,16.63,22.5,54,22,1.33
2012-05-21,427.083.333.333.333,313.958.333.333.333,610.833.333.333.333,97.709.375,167.375,1.356.875,17.9,9.9,0,16,5814,275.197.798.417.613,2.52,12.87,21.5,64.29,14.67,1
2012-05-22,3.3,318.916.666.666.667,513.958.333.333.333,983.716.666.666.667,243.604.166.666.667,178.270.833.333.333,23.1,12.6,0.2,20,6689,298.998.355.509.045,04.09,21.51,38.43,59.08,17.79,02.03
2012-05-23,218.541.666.666.667,241.270.833.333.333,496.666.666.666.667,988.635.416.666.667,3.449.375,2.035.625,29.1,14.8,0,16,6222,257.152.041.144.327,5.27,25.31,42,51.67,24.04,1.15
2012-05-24,143.958.333.333.333,242.666.666.666.667,431.666.666.666.667,988.964.583.333.333,352.458.333.333.333,214.145.833.333.333,28.8,13.9,0,14,7268,19.262.520.638.415,18.15,35.38,78.33,52.79,32.67,1.53
2012-05-25,2.1125,274.854.166.666.667,430.833.333.333.333,98.513.125,3.536.875,226.791.666.666.667,28.4,17.9,0,10,5531,180.799.132.164.166,14.86,38.81,71.05,56.9,42.32,2.18
