date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,no,no2,nox,o3,pm10,pm2.5,so2,casos_total,poblacio_total,incidencia_1000
2012-01-28,945.833.333.333.333,263.541.666.666.667,881.041.666.666.667,992.152.083.333.333,25.125,6.9125,8.2,3.9,1.3,20.5,37.25,68,NA,NA,NA,2.75,3,2848,105.337.078.651.685
2012-01-29,186.041.666.666.667,2.900.625,692.291.666.666.667,987.270.833.333.333,991.041.666.666.667,489.166.666.666.667,10.3,0.8,0,65.25,56.83,156.33,NA,NA,NA,3.83,0,0,NA
2012-01-30,171.041.666.666.667,271.729.166.666.667,40.125,990.575,144.958.333.333.333,595.416.666.666.667,11.1,1.7,0,66.5,61.71,163.25,NA,NA,NA,4.46,29,12136,238.958.470.665.788
2012-01-31,173.125,256.145.833.333.333,551.666.666.666.667,986.764.583.333.333,764.791.666.666.667,5.975,10.3,2.8,0,98.5,66.71,216.88,NA,NA,NA,3.75,30,16065,186.741.363.211.951
2012-02-01,895.833.333.333.333,1.580.625,924.791.666.666.667,982.235.416.666.667,12.4375,436.666.666.666.667,6,2.2,9.8,25.5,44.83,83.29,NA,NA,NA,1.79,23,12859,17.886.305.311.455
2012-02-02,143.958.333.333.333,294.375,823.125,981.279.166.666.667,401.041.666.666.667,103.333.333.333.333,1.9,-0.1,0.9,26.83,42.88,83.29,NA,NA,NA,2.25,31,15339,202.099.224.199.752
2012-02-03,271.458.333.333.333,319.875,523.125,986.660.416.666.667,1.458.125,-21.875,3.6,-3,0,8.67,32.96,45.88,NA,NA,NA,1.88,15,6417,233.754.090.696.587
2012-02-04,3.075,292.229.166.666.667,27.5,991.708.333.333.333,157.854.166.666.667,59.375,5.8,-2.3,0,19.29,54.29,83.5,NA,NA,NA,3.71,11,6375,172.549.019.607.843
2012-02-05,190.833.333.333.333,228.645.833.333.333,500.625,991.754.166.666.666,556.458.333.333.333,152.916.666.666.667,5.8,-1.1,0,56.5,58.73,144.91,NA,NA,NA,4.7,3,1663,180.396.873.120.866
2012-02-06,1.5875,244,450.833.333.333.333,989.152.083.333.333,158.708.333.333.333,496.041.666.666.667,13.1,-2.1,0,69.12,59.71,116.55,NA,NA,NA,4.54,36,18338,19.631.366.561.239
2012-02-07,314.791.666.666.667,269.416.666.666.667,184.583.333.333.333,984.475,163.979.166.666.667,5.75,11.4,2.4,0,30.58,54,100.46,NA,NA,NA,1.88,35,18703,187.135.753.622.414
2012-02-08,215.416.666.666.667,328.895.833.333.333,231.875,990.783.333.333.333,114.145.833.333.333,2.5875,6,-0.7,0,15.92,38.71,62.67,NA,NA,NA,2,34,14720,230.978.260.869.565
2012-02-09,271.666.666.666.667,313.166.666.666.667,453.333.333.333.333,993.672.916.666.667,159.020.833.333.333,368.541.666.666.667,9.4,-1.2,0,30.96,44.08,90.83,NA,NA,NA,3.25,31,14644,211.690.794.864.791
2012-02-10,205.833.333.333.333,240.229.166.666.667,479.791.666.666.667,988.058.333.333.333,162.333.333.333.333,549.375,12.3,1.5,0,12.67,37.42,56.58,NA,NA,NA,2.71,27,13888,194.412.442.396.313
2012-02-11,327.916.666.666.667,254.333.333.333.333,336.875,987.066.666.666.667,173.791.666.666.667,370.208.333.333.333,8.5,-0.6,0,11.04,37.58,54.5,NA,NA,NA,2.83,3,1566,191.570.881.226.054
2012-02-12,1.9,251.583.333.333.333,532.916.666.666.667,989.185.416.666.667,170.041.666.666.667,161.041.666.666.667,7.1,-1.5,0,54.5,61.38,144.17,NA,NA,NA,3.5,10,6297,158.805.780.530.411
2012-02-13,195.625,277.458.333.333.333,347.708.333.333.333,990.133.333.333.333,169.125,354.583.333.333.333,9.6,-2.1,0,43.54,59.71,126.08,NA,NA,NA,3.92,54,29245,184.646.948.196.273
2012-02-14,136.458.333.333.333,232.083.333.333.333,564.375,987.097.916.666.667,114.416.666.666.667,529.583.333.333.333,11.9,0.6,0,48.92,53.83,127.96,NA,NA,NA,3.25,34,18376,185.023.944.275.141
2012-02-15,211.875,304.770.833.333.333,510.416.666.666.667,990.702.083.333.333,1.743.125,659.583.333.333.333,13.2,1.7,0,47.62,56.17,128.75,NA,NA,NA,5,38,20030,18.971.542.685.971
2012-02-16,166.666.666.666.667,287.291.666.666.667,505.625,98.945.625,1.759.375,925.208.333.333.333,16.2,3.9,0,44.33,56.21,123.54,NA,NA,NA,5.42,38,20281,187.367.486.810.315
2012-02-17,137.291.666.666.667,193.520.833.333.333,763.541.666.666.667,993.283.333.333.334,817.916.666.666.667,819.583.333.333.334,11.9,4.9,0,32.71,43.29,92.88,NA,NA,NA,3.75,28,14964,187.115.744.453.355
2012-02-18,185.208.333.333.333,247.416.666.666.667,720.416.666.666.667,990.577.083.333.334,170.208.333.333.333,831.666.666.666.667,14.7,4.3,0,14.17,36.96,58.46,NA,NA,NA,02.08,20,14179,141.053.670.921.786
2012-02-19,115.625,227.375,819.166.666.666.667,990.637.499.999.999,77.75,7.275,12.3,3.4,0.2,30.58,48.5,94.88,NA,NA,NA,1.83,7,6253,11.194.626.579.242
2012-02-20,165.416.666.666.667,275.958.333.333.333,503.333.333.333.333,993.541.666.666.667,187.333.333.333.333,7.75,13.7,4.7,0,65.58,64.38,164.33,NA,NA,NA,3.29,43,22926,187.559.975.573.585
2012-02-21,141.458.333.333.333,228.270.833.333.333,58.25,9.965.125,181.958.333.333.333,652.291.666.666.667,14,0.6,0,60.21,71.83,163.54,NA,NA,NA,4.92,34,21111,161.053.479.228.838
2012-02-22,1.2375,2.249.375,316.875,99.529.375,1.883.125,10.125,17.3,4.6,0,38.14,66.86,124.82,NA,NA,NA,5.14,39,17820,218.855.218.855.219
2012-02-23,149.166.666.666.667,2.618.125,219.375,99.556.875,193.208.333.333.333,12.9,20.7,5.7,0,50.54,85.62,162.46,NA,NA,NA,7.58,35,19250,181.818.181.818.182
2012-02-24,1.5375,2.371.875,314.166.666.666.667,996,183.354.166.666.667,130.416.666.666.667,20.4,7.6,0,42.21,76.04,140.08,NA,NA,NA,6.12,28,13330,210.052.513.128.282
2012-02-25,143.125,221.708.333.333.333,395.208.333.333.333,991.247.916.666.667,180.354.166.666.667,13.25,20.1,7.2,0,18.62,63.88,91.83,NA,NA,NA,4.62,4,2659,150.432.493.418.578
2012-02-26,115.833.333.333.333,2.038.125,530.416.666.666.667,986.822.916.666.667,1.918.125,146.666.666.666.667,23.2,9.5,0,58.21,62.17,150.67,NA,NA,NA,03.08,4,3275,122.137.404.580.153
2012-02-27,1.8375,260.020.833.333.333,751.875,992.316.666.666.667,164.208.333.333.333,113.083.333.333.333,17.5,8.5,0,56.29,58.62,144.25,NA,NA,NA,3.17,38,21102,180.077.717.751.872
2012-02-28,1.55,213.458.333.333.333,812.708.333.333.333,99.315.625,181.229.166.666.667,100.333.333.333.333,17.2,5.3,0,62.92,77.08,172.79,NA,NA,NA,3.75,26,17040,152.582.159.624.413
2012-02-29,139.791.666.666.667,237.604.166.666.667,602.291.666.666.667,991.639.583.333.333,197.479.166.666.667,124.479.166.666.667,20.3,6.1,0,46.25,75.67,146.21,NA,NA,NA,4.71,45,25102,17.926.858.417.656
2012-03-01,158.541.666.666.667,225.75,55.875,99.278.125,1.985.625,1.331.875,20.9,7.9,0,28.67,49.79,93.38,NA,NA,NA,3.21,29,15765,18.395.179.194.418
2012-03-02,1.8375,2.770.625,729.583.333.333.333,99.514.375,2.103.125,115.020.833.333.333,16.5,7.2,0,13.92,48.08,69.12,NA,NA,NA,2.88,18,11281,15.956.032.266.643
2012-03-03,209.166.666.666.667,235.125,731.875,9.946.625,154.395.833.333.333,121.458.333.333.333,17.6,9.1,0,10.17,35.04,50.25,NA,NA,NA,02.08,6,4723,127.037.899.640.059
2012-03-04,2.025,273,575.625,991.052.083.333.333,143.166.666.666.667,1.365.625,19.5,10.5,0,13.46,35.58,55.92,NA,NA,NA,2.29,7,6298,111.146.395.681.169
2012-03-05,237.083.333.333.333,258.625,509.791.666.666.667,992.010.416.666.667,222.25,107.479.166.666.667,16.3,7,0,27.67,60.04,101.71,NA,NA,NA,2.92,31,17910,173.087.660.524.846
2012-03-06,1.7375,246.333.333.333.333,438.125,991.039.583.333.333,196.020.833.333.333,923.125,15.4,4.9,0,27.96,61.29,103.79,NA,NA,NA,2.5,26,16605,156.579.343.571.214
2012-03-07,173.541.666.666.667,259.708.333.333.333,523.958.333.333.333,99.483.125,218.020.833.333.333,968.541.666.666.667,17.5,4.4,0,47.73,67.82,140.55,NA,NA,NA,4.32,21,12433,168.905.332.582.643
2012-03-08,213.333.333.333.333,241.229.166.666.667,563.541.666.666.667,992.489.583.333.333,217.479.166.666.667,985.625,16.7,5.7,0,36.04,59.5,114.38,NA,NA,NA,2.79,30,18046,166.241.826.443.533
2012-03-09,178.958.333.333.333,221.395.833.333.333,50.375,998.760.416.666.666,196.645.833.333.333,940.416.666.666.667,16.3,5.4,0,13.75,52.96,73.58,NA,NA,NA,1.21,16,9353,171.068.106.489.896
2012-03-10,179.791.666.666.667,270.333.333.333.333,479.583.333.333.333,9.987.625,228.333.333.333.333,10.825,18.2,5.6,0,11.58,45.58,63,NA,NA,NA,2.21,0,0,NA
2012-03-11,144.791.666.666.667,273.020.833.333.333,459.166.666.666.667,993.377.083.333.333,229.291.666.666.667,133.895.833.333.333,20.8,7.1,0,33.62,57.79,109,NA,NA,NA,4.83,5,3833,130.446.125.750.065
2012-03-12,163.958.333.333.333,250.854.166.666.667,480.416.666.666.667,993.472.916.666.667,228.916.666.666.667,137.916.666.666.667,21.5,8.2,0,36.5,73.75,129.12,NA,NA,NA,5,17,11991,141.772.996.413.977
2012-03-13,164.375,205.458.333.333.333,49.75,993.7,229.145.833.333.333,151.375,23.2,9.8,0,52.12,88.21,167.83,NA,NA,NA,4.17,10,8487,117.827.265.229.174
2012-03-14,1.4375,2.111.875,507.916.666.666.667,995.320.833.333.333,228.729.166.666.667,145.520.833.333.333,22.2,9.3,0,51.58,84.04,162.75,NA,NA,NA,4.17,16,11568,138.312.586.445.367
2012-03-15,1.0125,202.229.166.666.667,59.875,997.066.666.666.667,230.791.666.666.667,12.65,21,7.6,0,48.5,76.25,149.92,NA,NA,NA,3.46,24,15087,1.590.773.513.621
2012-03-16,161.666.666.666.667,2.128.125,519.791.666.666.667,99.555.625,244.25,125.895.833.333.333,21.9,6.6,0,21.17,57.58,89.54,NA,NA,NA,2.75,16,8795,181.921.546.333.144
2012-03-17,124.375,206.854.166.666.667,679.583.333.333.333,991.633.333.333.333,235.541.666.666.667,123.270.833.333.333,21.2,6.4,0,4.96,24.21,31.42,NA,NA,NA,2.25,14,8672,161.439.114.391.144
2012-03-18,229.791.666.666.667,276.020.833.333.333,555.625,990.610.416.666.666,247.125,128.583.333.333.333,18.3,7.2,0,08.08,30.88,43.04,NA,NA,NA,2.25,7,5534,126.490.784.242.862
2012-03-19,221.458.333.333.333,219.041.666.666.667,60.25,997.160.416.666.667,200.833.333.333.333,992.708.333.333.333,15.8,6.1,0.1,26.5,40.58,80.67,NA,NA,NA,1.75,21,10609,197.945.140.918.088
2012-03-20,2.0125,144.458.333.333.333,598.125,997.210.416.666.667,209.166.666.666.667,102.270.833.333.333,16.6,4.7,2.5,16.57,52.29,77.07,NA,NA,NA,3.71,20,10675,187.353.629.976.581
2012-03-21,2.6375,119.208.333.333.333,935.208.333.333.333,993.129.166.666.667,119.166.666.666.667,10.425,11.7,7,49.5,17,49.5,75.21,NA,NA,NA,1.92,21,11051,190.028.051.760.022
2012-03-22,147.708.333.333.333,233.291.666.666.667,884.583.333.333.333,99.268.125,106.333.333.333.333,990.208.333.333.334,14.1,7.1,18.9,35.76,55.19,109.43,NA,NA,NA,2.18,14,9431,148.446.612.236.242
2012-03-23,153.541.666.666.667,221.979.166.666.667,759.375,993.177.083.333.333,249.625,1.093.125,17.2,5.3,0,21.38,43.58,75.92,NA,NA,NA,2.33,19,10799,175.942.216.871.933
2012-03-24,148.125,210.666.666.666.667,67.75,99.306.875,255.479.166.666.667,126.666.666.666.667,19.2,6.5,0,08.09,35.68,47.73,NA,NA,NA,1.86,9,5655,159.151.193.633.952
2012-03-25,170.416.666.666.667,240.375,529.375,993.760.416.666.667,260.395.833.333.333,154.083.333.333.333,23.1,9.5,0,33.58,59.21,110.08,NA,NA,NA,3.96,5,2776,180.115.273.775.216
2012-03-26,185.833.333.333.333,211.666.666.666.667,575.208.333.333.333,995.335.416.666.667,243.958.333.333.333,1.380.625,18.6,9.7,0,32.75,58.33,107.96,NA,NA,NA,3.62,17,10798,157.436.562.326.357
2012-03-27,166.458.333.333.333,212.020.833.333.333,529.583.333.333.333,996.045.833.333.333,246.770.833.333.333,1.444.375,21.1,8.7,0,29.62,73.25,118.38,NA,NA,NA,2.33,25,13920,179.597.701.149.425
2012-03-28,154.375,205.625,419.583.333.333.333,9.943.375,265.791.666.666.667,160.270.833.333.333,23.1,11.3,0,21.83,60.08,93.08,NA,NA,NA,03.08,17,8656,196.395.563.770.795
2012-03-29,154.791.666.666.667,225.145.833.333.333,41.125,989.65,265.583.333.333.333,16,23.5,8.9,0,21.83,62.38,95.38,NA,NA,NA,3.71,9,3904,230.532.786.885.246
2012-03-30,1.4875,243.229.166.666.667,398.541.666.666.667,983.364.583.333.333,270.625,1.878.125,26.8,13.5,0,24.46,57.58,94.5,NA,NA,NA,2.54,18,7619,236.251.476.571.729
2012-03-31,1.8,223.229.166.666.667,468.541.666.666.667,980.025,2.649.375,170.541.666.666.667,22.8,10.6,0,8.17,42.67,54.62,NA,NA,NA,1.54,5,2878,173.731.758.165.393
2012-04-01,186.458.333.333.333,215.833.333.333.333,490.208.333.333.333,978.158.333.333.333,269.729.166.666.667,1.671.875,23.1,10.7,0,36.5,55.12,110.62,NA,NA,NA,2.92,0,0,NA
2012-04-02,165.208.333.333.333,199.270.833.333.333,675.416.666.666.667,978.325,240.895.833.333.333,137.375,20.2,9.6,0,47.33,57.1,129.1,NA,NA,NA,2.57,14,6236,224.502.886.465.683
2012-04-03,616.666.666.666.667,130.979.166.666.667,940.833.333.333.333,976.747.916.666.667,456.875,123.145.833.333.333,13.8,11.1,7.7,26.96,54.12,94.92,NA,NA,NA,1.92,8,5302,1.508.864.579.404
2012-04-04,131.666.666.666.667,1.580.625,956.666.666.666.667,97.664.375,457.916.666.666.667,110.458.333.333.333,12.2,9.3,34.4,26.38,48.38,88.38,NA,NA,NA,3.12,15,7427,201.965.800.457.789
2012-04-05,822.916.666.666.667,149.541.666.666.667,910.833.333.333.333,9.782.375,761.666.666.666.667,113.645.833.333.333,13.3,10.3,4,10.43,21.7,37.22,NA,NA,NA,3.17,21,9667,217.233.888.486.604
2012-04-06,210.625,253.375,77.625,978.172.916.666.667,158.041.666.666.667,1.151.875,16.7,8.6,0,4,14.08,19.75,NA,NA,NA,2.38,2,1272,157.232.704.402.516
2012-04-07,300.416.666.666.667,299.75,554.166.666.666.667,978.575,258.083.333.333.333,1.144.375,15.7,7.1,0,1.76,16.1,18.24,NA,NA,NA,1.9,0,0,NA
2012-04-08,189.166.666.666.667,296.479.166.666.667,599.166.666.666.667,981.777.083.333.333,2.979.375,135.375,20.8,8.8,0,6.33,31.17,40.67,NA,NA,NA,1,4,3498,114.351.057.747.284
2012-04-09,180.416.666.666.667,2.270.625,741.041.666.666.667,982.25,160.041.666.666.667,119.979.166.666.667,16,8.4,0,55.79,56,141.17,NA,NA,NA,2.75,0,0,NA
2012-04-10,203.333.333.333.333,2.193.125,759.791.666.666.667,973.866.666.666.667,1.589.375,12.65,19.6,8.3,0.3,8.25,19.46,31.58,NA,NA,NA,1.75,10,7772,128.667.009.778.693
2012-04-11,325.625,300.875,513.541.666.666.667,976.658.333.333.333,2.811.875,129.729.166.666.667,18,8.5,0,40.88,62.75,124.83,NA,NA,NA,2.54,15,6128,244.778.067.885.118
2012-04-12,115.833.333.333.333,1.928.125,702.916.666.666.667,974.058.333.333.333,858.125,124.583.333.333.333,14.6,9.6,1.1,9.88,31.92,46.42,NA,NA,NA,2.71,13,6680,194.610.778.443.114
2012-04-13,178.541.666.666.667,277.354.166.666.667,736.666.666.666.667,972.589.583.333.333,153.458.333.333.333,113.145.833.333.333,16.6,8.2,1,8.67,30.25,42.83,NA,NA,NA,3.17,10,5382,185.804.533.630.621
2012-04-14,238.333.333.333.333,266.020.833.333.333,652.708.333.333.333,97.108.125,180.416.666.666.667,102.395.833.333.333,15.4,7,0.6,3.38,24.04,28.92,NA,NA,NA,1.92,11,6183,177.907.164.806.728
2012-04-15,2.1625,2.603.125,680.208.333.333.333,973.710.416.666.666,198.5,991.875,16.5,7.6,2.4,5.54,25.92,33.96,NA,NA,NA,1,5,3109,160.823.415.889.353
2012-04-16,3.4,283.770.833.333.333,466.041.666.666.667,980.535.416.666.667,225.416.666.666.667,1.116.875,16.8,7.4,0,07.08,31.21,41.58,NA,NA,NA,2.33,14,9188,152.372.659.991.293
2012-04-17,299.375,3.008.125,453.125,982.114.583.333.333,322.145.833.333.333,109.958.333.333.333,18,5.5,0,17.67,41.08,67.58,NA,NA,NA,4.12,17,7296,233.004.385.964.912
2012-04-18,234.583.333.333.333,220.375,649.791.666.666.667,973.552.083.333.333,136.25,12.125,17.1,8.2,0.1,2.71,18.04,21.75,NA,NA,NA,1.75,19,9356,203.078.238.563.489
2012-04-19,341.458.333.333.333,297.25,517.708.333.333.333,968.933.333.333.333,234.979.166.666.667,132.958.333.333.333,19,8.1,0.7,6.92,22.96,33.29,NA,NA,NA,2.88,13,10048,12.937.898.089.172
2012-04-20,3.125,297,508.125,975.514.583.333.333,2.766.875,139.041.666.666.667,19.6,8.1,0,9.79,32.46,47.04,NA,NA,NA,3.79,17,9271,183.367.490.022.651
2012-04-21,182.291.666.666.667,2.443.125,667.291.666.666.667,981.114.583.333.333,283.770.833.333.333,147.354.166.666.667,21.4,9.1,1.7,2.88,19.88,23.75,NA,NA,NA,1.38,0,0,NA
2012-04-22,271.458.333.333.333,167.583.333.333.333,810.208.333.333.333,98.486.875,150.229.166.666.667,121.354.166.666.667,15,10.6,0.1,10,21.21,35.88,NA,NA,NA,2.88,2,1272,157.232.704.402.516
2012-04-23,222.708.333.333.333,238.395.833.333.333,776.875,98.058.125,2.191.875,13.375,17.2,9.9,0.2,4.71,22,28.83,NA,NA,NA,2.57,19,10954,173.452.620.047.471
2012-04-24,353.333.333.333.333,278.75,453.958.333.333.333,97.955.625,323.083.333.333.333,1.364.375,18.4,9.6,0,26.79,49.54,90.21,NA,NA,NA,1.62,12,5308,226.073.850.791.258
2012-04-25,297.708.333.333.333,205.520.833.333.333,729.791.666.666.667,97.905.625,264.458.333.333.333,1.453.125,19.1,10.9,0,12.5,58.95,77.45,NA,NA,NA,3.95,8,3280,24.390.243.902.439
2012-04-26,1.625,141.208.333.333.333,731.666.666.666.667,980,300.645.833.333.333,171.104.166.666.667,24.5,13,0,25.21,74,112.29,NA,NA,NA,5,15,7497,200.080.032.012.805
2012-04-27,176.041.666.666.667,202.916.666.666.667,728.958.333.333.333,98.130.625,957.083.333.333.333,162.479.166.666.667,19.9,12.9,0,4.46,36.79,43.29,NA,NA,NA,2.12,13,7546,172.276.702.888.948
2012-04-28,322.916.666.666.667,167.5,836.458.333.333.333,976.110.416.666.667,969.166.666.666.667,1.534.375,17.6,11.6,9.9,2.38,14.67,17.79,NA,NA,NA,2.17,0,0,NA
2012-04-29,2.7125,243.541.666.666.667,627.083.333.333.333,981.683.333.333.333,333,138.583.333.333.333,19.2,9.7,0,3.25,21.08,25.5,NA,NA,NA,1.58,9,7336,1.226.826.608.506
2012-04-30,2.85,229.729.166.666.667,751.875,9.816.625,239.020.833.333.333,126.083.333.333.333,16.9,9.6,19.5,04.08,27.62,33.42,NA,NA,NA,01.08,8,4315,18.539.976.825.029
2012-05-01,211.875,219.625,70.125,985.835.416.666.667,327.625,131.104.166.666.667,19.6,7.1,0,18.36,33.36,60.82,NA,NA,NA,1.39,11,8964,122.713.074.520.303
2012-05-02,187.708.333.333.333,243.083.333.333.333,620.208.333.333.333,9.866.125,347.625,142.791.666.666.667,22.2,8.3,0,21.83,41.46,74.58,NA,NA,NA,1.38,9,4876,184.577.522.559.475
2012-05-03,177.083.333.333.333,2.645.625,709.583.333.333.333,983.089.583.333.333,342.875,154.645.833.333.333,22.1,10.3,0,21.25,53.08,85,NA,NA,NA,2,18,14719,12.229.091.650.248
2012-05-04,182.708.333.333.333,232.416.666.666.667,752.708.333.333.333,9.785.875,205.583.333.333.333,156.229.166.666.667,22.4,11.6,0,9.71,25.29,39.67,NA,NA,NA,2.21,13,6811,190.867.713.992.072
2012-05-05,234.375,261.958.333.333.333,597.708.333.333.333,978.410.416.666.667,310.270.833.333.333,166.125,22.5,11.7,0,4.17,26.17,32.21,NA,NA,NA,2.67,2,590,338.983.050.847.458
2012-05-06,223.333.333.333.333,1.891.875,705.833.333.333.333,9.830.125,267.166.666.666.667,145.666.666.666.667,18.7,10.6,0,17.12,48.79,74.25,NA,NA,NA,2.79,1,770,12.987.012.987.013
2012-05-07,212.291.666.666.667,203.458.333.333.333,645.416.666.666.667,9.880.625,279.541.666.666.667,16.55,22.3,9.9,0,20.46,42.67,73.58,NA,NA,NA,3.33,28,15871,176.422.405.645.517
2012-05-08,196.875,258.270.833.333.333,570.208.333.333.333,986.470.833.333.333,254.208.333.333.333,19.525,26.5,13.1,0,31.04,64.92,111.88,NA,NA,NA,7.21,23,9040,254.424.778.761.062
2012-05-09,1.5125,208.020.833.333.333,701.458.333.333.333,989.179.166.666.667,336.895.833.333.333,1.861.875,25.1,13.4,0,30.17,65.83,111.62,NA,NA,NA,4.79,12,7676,156.331.422.615.946
2012-05-10,163.333.333.333.333,2.426.875,373.125,993.116.666.666.667,345.625,209.791.666.666.667,29.1,13.3,0,20.14,44.41,74.86,NA,NA,NA,03.05,20,9197,21.746.221.593.998
2012-05-11,269.583.333.333.333,278.875,380.208.333.333.333,9.944.875,351.5,2.259.375,27.6,17.7,0,11.38,55.62,72.46,NA,NA,NA,5.12,12,4690,255.863.539.445.629
2012-05-12,2.0625,205.375,467.708.333.333.333,993.108.333.333.333,3.163.125,243.916.666.666.667,33.8,19.7,0,5.79,31.67,40.12,NA,NA,NA,3.12,11,9515,115.606.936.416.185
2012-05-13,253.125,180.729.166.666.667,763.958.333.333.333,989.2,280.791.666.666.667,18.675,22,16.3,0.5,2.46,17.54,20.67,NA,NA,NA,3.46,3,2373,126.422.250.316.056
2012-05-14,185.833.333.333.333,255.270.833.333.333,619.166.666.666.667,986.297.916.666.667,350.541.666.666.667,183.979.166.666.667,23.4,15.1,0,5.79,34.75,43,NA,NA,NA,3.54,21,11385,184.453.227.931.489
2012-05-15,225.625,205.583.333.333.333,631.875,986.639.583.333.334,344.145.833.333.333,183.145.833.333.333,24.6,14.4,0,4.88,28.29,35.38,NA,NA,NA,3,22,10802,203.665.987.780.041
2012-05-16,176.458.333.333.333,2.159.375,664.583.333.333.333,9.908.625,176.229.166.666.667,150.791.666.666.667,19.5,12.5,0,16.42,38.33,63,NA,NA,NA,01.04,16,9299,172.061.511.990.537
2012-05-17,125.416.666.666.667,207.25,83,986.622.916.666.667,115.104.166.666.667,1.455.625,19.3,11,0.6,13.74,50,70.48,NA,NA,NA,2.91,8,4168,191.938.579.654.511
2012-05-18,241.458.333.333.333,133.291.666.666.667,788.958.333.333.333,981.341.666.666.667,205.625,159.625,20.2,13.4,0,3.5,35.96,40.92,NA,NA,NA,5.58,18,8228,218.765.192.027.224
2012-05-19,120.208.333.333.333,146.958.333.333.333,768.333.333.333.333,977.822.916.666.667,134.541.666.666.667,161.020.833.333.333,20.3,12.5,0,2.38,21.04,24.38,NA,NA,NA,1.42,3,1814,165.380.374.862.183
2012-05-20,148.125,2.340.625,833.125,97.475.625,156.333.333.333.333,142.479.166.666.667,19.1,10,13.5,2.58,13.42,17.08,NA,NA,NA,1,5,4660,107.296.137.339.056
2012-05-21,427.083.333.333.333,313.958.333.333.333,610.833.333.333.333,97.709.375,167.375,1.356.875,17.9,9.9,0,7.83,26.96,38.42,NA,NA,NA,01.08,14,7680,182.291.666.666.667
2012-05-22,3.3,318.916.666.666.667,513.958.333.333.333,983.716.666.666.667,243.604.166.666.667,178.270.833.333.333,23.1,12.6,0.2,11.77,40.45,58.14,NA,NA,NA,1.55,15,7920,189.393.939.393.939
2012-05-23,218.541.666.666.667,241.270.833.333.333,496.666.666.666.667,988.635.416.666.667,3.449.375,2.035.625,29.1,14.8,0,31.08,54.46,101.54,NA,NA,NA,3.17,15,7267,206.412.549.883.033
2012-05-24,143.958.333.333.333,242.666.666.666.667,431.666.666.666.667,988.964.583.333.333,352.458.333.333.333,214.145.833.333.333,28.8,13.9,0,21.83,49.96,82.79,NA,NA,NA,3.62,10,6701,149.231.457.991.345
2012-05-25,2.1125,274.854.166.666.667,430.833.333.333.333,98.513.125,3.536.875,226.791.666.666.667,28.4,17.9,0,10.83,42.92,59.17,NA,NA,NA,2.29,12,8673,13.836.042.891.733
2012-05-26,160.625,265.520.833.333.333,61.875,985.379.166.666.667,272.333.333.333.333,2.048.125,26.4,15.6,0,5,32.12,39.33,NA,NA,NA,2.58,10,7104,140.765.765.765.766
2012-05-27,194.791.666.666.667,198.916.666.666.667,657.291.666.666.667,98.678.125,349.729.166.666.667,201.770.833.333.333,26.6,14.4,0,14.71,40.21,62.12,NA,NA,NA,1.71,0,0,NA
2012-05-28,198.541.666.666.667,198.541.666.666.667,589.791.666.666.667,9.857.875,300.229.166.666.667,2.109.375,28,15.7,0,14.21,38.42,59.58,NA,NA,NA,2.75,21,12051,174.259.397.560.368
2012-05-29,179.166.666.666.667,216.166.666.666.667,538.541.666.666.667,985.389.583.333.333,335.166.666.666.667,223.958.333.333.333,29.7,16.5,0,24.33,60.88,97.58,NA,NA,NA,2.67,32,17326,184.693.524.183.308
